Agent Name,Phone,Email,Address,ID,Submission Year,Submission Year File Number
" Globex Transfer, LLC", 813-344-4490, er@globextransfer.com," 780 Deltona Blvd,. Ste 202, Deltona, FL 32725",CRSQ,2021,5
" Globex Transfer, LLC", 813-344-4490, er@globextransfer.com," 780 Deltona Bivd.. Ste 202 Deltona, FL 32725",CRSQ,2022,2
 Pacific Stock Transfer Company, 800-785-7782, info@pacificstocktransfer.com," 6725 Via Austi Pkwy, #300, Las Vegas NV 89119",CSSI,2021,1
" Transfer Online, Inc.", 503-227-2950, info@transferonline.com," 512 SE Salmon Street, Portland Oregon 97214",CSSI,2022,1
" Covista Communications, Inc.", 828-261-5123, dwrink214@gqmail.com," PO Box 405, Newton, NC 28658",CVST,2021,3
" Covista Communications, Inc.", 828-261-5123, dwrink214@gqmail.com," PO Box 405, Newton, NC 28658",CVST,2021,4
" Covista Communications, Inc.", 828-261-5123, dwrink214@gqmail.com," PO Box 405, Newton, NC 28658",CVST,2022,1
" Standard Registrar and Transfer Company, Inc.", 801-571-8844, amy@standardregistrar.com," 440 E 400 S Suite 200, Salt Lake City, UT 84111",CYBL,2022,2
" Standard Registrar and Transfer Company, Inc.", 801-571-8844, amy@standardregistrar.com," 440 E 400 S Suite 200, Salt Lake City, UT 84111",CYBL,2022,3
" Standard Registrar and Transfer Company, Inc.", 801-571-8844, amy@standardregistrar.com," 440 E 400 S Suite 200, Salt Lake City, UT 84111",CYBL,2022,4
" Standard Registrar and Transfer Company, Inc.", 801-571-8844, amy@standardregistrar.com," 440 E 400 S Suite 200, Salt Lake City, UT 84111",CYBL,2022,5
 Transfer Online, (503) 227-2950, daniel@transferonline.com," 512 SE Salmon Street, Portland, OR 97214",DFTC,2022,1
 Transfer Online, (503) 227-2950, daniel@transferonline.com," 512 SE Salmon Street, Portland, OR 97214",DFTC,2022,3
 Equiniti Trust Company, (651) 450-4137, mteam @equiniti.com," 1110 Centre Pointe Curve, Suite 101",DLPX,2021,1
,,,,DLPX,2021,2
 Equiniti Trust Company, (651) 450-4137, mteam@edquiniti.com," 1110 Centre Pointe Curve, Suite 101",DLPX,2022,1
 Action Stock Transfer Corp., (801) 274-1088, action @actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DNDT,2021,2
 Action Stock Transfer Corp., (801) 274-1088, action @actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DNDT,2021,3
,,,,DNDT,2022,1
 Action Stock Transfer Corp., (801) 274-1088, action @ actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, Utah 84121",DNDT,2023,1
" Colonial Stock Transfer Co., Inc.", 801-355-5740, shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2021,1
" Colonial Stock Transfer Co., Inc.", 801-355-5740, shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2021,2
" Colonial Stock Transfer Co., Inc.", 801-355-5740, shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2021,3
" Colonial Stock Transfer Co., Inc.", 801-355-5740, shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2021,4
" Colonial Stock Transfer Co., Inc.", 801-355-5740, shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2022,1
 Issuer Direct Corporation, 1 919-744-2722, info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2021,1
 Issuer Direct Corporation, 1 919-744-2722, info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2021,2
 Issuer Direct Corporation, 1 919-744-2722, info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2022,1
 Issuer Direct Corporation, 1 919-744-2722, info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2022,2
 Issuer Direct Corporation, 1 919-744-2722, info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2022,3
 Equity Stock Transfer, 212-575-5757,," 237 W 37th St #602 New York, NY 10018",DROP,2021,1
 Equity Stock Transfer, 212-575-5757,," 237 W 37th St #602 New York, NY 10018",DROP,2021,2
 Equity Stock Transfer, 212-575-5757,," 237 W 37th St #602 New York, NY 10018",DROP,2021,3
 Equity Stock Transfer, 212-575-5757,," 237 W 37th St #602 New York, NY 10018",DROP,2021,4
 Equity Stock Transfer, 212-575-5757,," 237 W 37th St #602 New York, NY 10018",DROP,2021,5
 Equity Stock Transfer, 212-575-5757,," 237 W 37th St #602 New York, NY 10018",DROP,2021,7
 Equity Stock Transfer, 212-575-5757,," 237 W 37th St #602 New York, NY 10018",DROP,2022,1
 Equity Stock Transfer, 212-575-5757,," 237 W 37th St #602 New York, NY 10018",DROP,2022,2
" Olde Monmouth Stock Transfer Co., Inc.", (732) 872-2727, info@oldemonmouth.com, 200 Memorial Pkwy,DSUS,2021,1
" Olde Monmouth Stock Transfer Co., Inc.", (732) 872-2727, info@oldemonmouth.com, 200 Memorial Pkwy,DSUS,2021,2
" Olde Monmouth Stock Transfer Co., Inc.", (732) 872-2727, info@oldemonmouth.com, 200 Memorial Pkwy,DSUS,2021,3
 Action Stock Transfer, (801) 274-1088, jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DYNA,2021,1
 Action Stock Transfer, (801) 274-1088, jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DYNA,2021,2
 Action Stock Transfer, (801) 274-1088, jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DYNA,2022,1
 Securities Transfer Corporation,  469-633-0101x122, dharrell@stctransfer.com," 2901 Dallas Parkway, Suite 380, Plano, Texas 75093",DYNA,2023,1
 Securities Transfer Corporation, 469633-0101x122, dharrell@stctransfer.com," 2901 Dallas Parkway, Suite 380, Plano, Texas 75093",DYNA,2023,2
" Vstock Transfer, LLC", 212-828-8436, info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2021,1
" Vstock Transfer, LLC", 212-828-8436, info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2021,2
" Vstock Transfer, LLC", 212-828-8436, info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2021,4
" Vstock Transfer, LLC", 212-828-8436, info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2021,5
" Vstock Transfer, LLC", 212-828-8436, info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2022,1
" Action Stock Transfer,", 801-274-1088, action@actionstocktransfer.com, 2469 East Fort Union Blvd. Suite # 214,ECGR,2021,1
" Action Stock Transfer,", 801-274-1088, action@actionstocktransfer.com, 2469 East Fort Union Blvd. Suite # 214,ECGR,2021,2
" Action Stock Transfer,", 801-274-1088, action @actionstocktransfer.com, 2469 East Fort Union Blvd. Suite # 214,ECGR,2022,1
" Signature Stock Transfer, Inc", 972-612-4120, info@ signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,1
" Signature Stock Transfer, Inc", 972-612-4120, info@ signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,2
" Signature Stock Transfer, Inc", 972-612-4120, info@ signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,3
" Signature Stock Transfer, Inc", 972-612-4120, info@ signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,4
" Signature Stock Transfer, Inc", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,5
" Signature Stock Transfer, Inc", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,8
" Signature Stock Transfer, Inc", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,10
,,,,EEGI,2021,18
" Signature Stock Transfer, Inc", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,19
 Progressive Transfer Corp, (801) 209-4219, utahkurt@ gmail.com,,EGDD,2021,1
 Progressive Transfer Corp, (801) 209-4219, utahkurt@ gmail.com," 1981 Murray Holiday Road, STE 100, Salt Lake City, Utah 84117",EGDD,2021,2
 Progressive Transfer Corp, (801) 209-4219, utahkurt@ gmail.com," 1981 Murray Holiday Road, STE 100, Salt Lake City, Utah 84117",EGDD,2021,3
,,,,EGDD,2022,1
 Progressive Transfer Corp, (801) 209-4219, utahkurt@gmail.com," 1981 Murray Holiday Road, STE 100, Salt Lake City, Utah 84117",EGDD,2022,2
 Progressive Transfer Corp, (801) 209-4219, utahkurt@ gmail.com," 1981 Murray Holiday Road, STE 100, Salt Lake City, Utah 84117",EGDD,2022,3
 Issuer Direct Corporation, (801) 272-9294, julie.felix@issuerdirect.com," Suite 100, 1981 Murray Holladay Road, Salt Lake City, UT 84117",EGOC,2021,1
 Issuer Direct Corporation, (801) 272-9294, julie.felix@issuerdirect.com," Suite 100, 1981 Murray Holladay Road, Salt Lake City, UT 84117",EGOC,2022,1
 Empire Stock Transfer Inc., 702-818-5898, info@empirestock.com," 1859 Whitney Mesa Dr., Henderson NV 89014",ELRA,2021,1
 Empire Stock Transfer Inc., 702-818-5898, info@empirestock.com," 1859 Whitney Mesa Dr., Henderson NV 89014",ELRA,2021,2
 Empire Stock Transfer Inc., 702-818-5898, info@empirestock.com,,ELRA,2022,1
" Olde Monmouth Stock Transfer Co., Inc.", 732-872-2727, transferagent@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",EMGE,2021,1
" Olde Monmouth Stock Transfer Co., Inc.", 732-872-2727, transferagent@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",EMGE,2021,2
" Olde Monmouth Stock Transfer Co., Inc.", 732-872-2727, transferagent@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",EMGE,2022,1
" Olde Monmouth Stock Transfer Co., Inc.", 732-872-2727, transferagent@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",EMGE,2022,2
" ClearTrust, LLC", (813)235-4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2021,1
" ClearTrust, LLC", (813)235-4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2021,2
" ClearTrust, LLC", (813)235-4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2021,3
" ClearTrust, LLC", (813)235-4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2021,4
" ClearTrust, LLC", (813)235-4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2022,1
" ClearTrust, LLC", (813)235-4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2022,2
" ClearTrust, LLC", (813)235-4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2022,3
" ClearTrust, LLC", 813.235.4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr, Suite 205, Lutz, FL 33558",ENGA,2022,2
" ClearTrust, LLC", 813.235.4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr, Suite 205, Lutz, FL 33558",ENGA,2022,3
" ClearTrust, LLC", 813.235.4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr, Suite 205, Lutz, FL 33558",ENGA,2022,4
 Pacific Stock Transfer, (800) 785-7782, info@pacificstocktransfer.com,,ESYL,2021,1
 Pacific Stock Transfer, (800) 785-7782, info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300, Las Vegas, NV 89119",ESYL,2021,2
 Pacific Stock Transfer, (800) 785-7782, info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300, Las Vegas, NV 89119",ESYL,2022,1
" American Stock Transfer & Trust Company, LLC", (800) 937-5449, help @astfinancial.com," 6201 15th Avenue, Brooklyn, NY 11219",ETCC,2021,1
" American Stock Transfer & Trust Company, LLC", (800) 937-5449, hel astfinancial.com," 6201 15th Avenue, Brooklyn, NY 11219",ETCC,2022,1
 Securities Transfer Corporation, 469-633-0101, George Johnson <johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2021,1
 Securities Transfer Corporation, 469-633-0101, George Johnson <johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2021,2
 Securities Transfer Corporation, 469-633-0101, George Johnson <johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2021,3
 Securities Transfer Corporation, 469-633-0101, George Johnson <johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2021,4
 Securities Transfer Corporation, 469-633-0101, George Johnson <johnson @stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2022,1
 Securities Transfer Corporation, 469-633-0101, George Johnson <johnson @stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2023,1
 New Horizon Transfer Inc., 604-876-5526, info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2021,1
 New Horizon Transfer Inc., 604-876-5526, info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2021,2
 New Horizon Transfer Inc., 604-876-5526, info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2021,3
 New Horizon Transfer Inc., 604-876-5526, info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2022,1
 New Horizon Transfer Inc., 604-876-5526, info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2022,2
 Pacific Stock Transfer Co., 702-361-3033 Ext 111, luke@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",EUBG,2021,1
 Pacific Stock Transfer Co., 702-361-3033 Ext 111, luke@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",EUBG,2021,2
 Pacific Stock Transfer Co., 702-361-3033 Ext 111, luke@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",EUBG,2021,3
 Pacific Stock Transfer Co., 702-361-3033 Ext 111, luke(@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",EUBG,2021,4
 ISSUER DIRECT CORPORATION, 919-481-4000, info @issuerdirect.com, One Glenwood Avenue #1001,EVCI,2021,2
 ISSUER DIRECT CORPORATION, 919-481-4000, info@ issuerdirect.com, One Glenwood Avenue #1001,EVCI,2022,1
 Pacific Stock Transfer, 702-433-1979, info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300 Las Vegas, NV",EVIO,2021,1
 Pacific Stock Transfer, 702-433-1979, info@pacificstocktransfer.com, 6725 Via Austi Pkwy Suite 300 Las Vegas NV,EVIO,2022,1
 Transfer Online, 503-227-2950, info@transferonline.com, 512 SE Salmon Street,EVLI,2021,2
 Transfer Online, 503-227-2950, info@transferonline.com, 512 SE Salmon Street,EVLI,2021,3
 Action Stock Transfer Corporation, (801) 274-1088, action@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",EXBX,2021,1
 Issuer Direct Corporation, 919.744.2722 ext 702, david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2021,2
 Issuer Direct Corporation, 919.744.2722 ext 702, david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2021,3
 Issuer Direct Corporation, 919.744.2722 ext 702, david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2021,5
 Issuer Direct Corporation, 919.744.2722 ext 702, david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2021,6
 Issuer Direct Corporation, 919.744.2722 ext 702, david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2022,1
 Issuer Direct Corporation, 919.744.2722 ext 702, david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2023,1
 Issuer Direct Corporation, 919.744.2722 ext 702, david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2023,2
" American Stock Transfer & Trust Co, LLC", (718) 921-8200, admini2@astfinancial.com," 6201 15'"" Avenue, Brooklyn, NY 11219",FCNE,2022,1
" American Stock Transfer & Trust Co, LLC", (718) 921-8200, admini2@astfinancial.com," 6201 15"" Avenue, Brooklyn, NY 11219",FCNE,2023,1
 MANHATTAN TRANSFER REGISTRAR CO., 631-928-7656, dcarlo@ mtrco.com, 38B Sheep Pasture Road,FFZY,2021,2
 MANHATTAN TRANSFER REGISTRAR CO., 631-928-7656, dcarlo@ mtrco.com, 38B Sheep Pasture Road,FFZY,2021,4
 MANHATTAN TRANSFER REGISTRAR CO., 631-928-7656, dcarlo@mtrco.com, 38B Sheep Pasture Road,FFZY,2022,2
 Continental Stock Transfer & Trust Company, 212 845-3212, proxy @continentalstock.com," 1 State Street, 30"" Floor",FHRT,2021,2
 Continental Stock Transfer & Trust Company, 212 845-3212, proxy @continentalstock.com," 1 State Street, 30‘ Floor",FHRT,2022,1
 Securities Transfer Corporation, 469-633-0101, info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,1
 Securities Transfer Corporation, 469-633-0101, info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,4
 Securities Transfer Corporation, 469-633-0101, info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,5
 Securities Transfer Corporation, 469-633-0101, info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,6
 Securities Transfer Corporation, 469-633-0101, info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,8
 Securities Transfer Corporation, 469-633-0101, info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,9
 Securities Transfer Corporation, 469-633-0101, info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2022,1
" Liberty Stock Transfer, Inc.", (732) 372-0707, info@@libertystocktransfer.com," 788 Shrewsbury Ave., Suite 2163, Tinton Falls, NJ 07724",FONU,2021,1
" Liberty Stock Transfer, Inc.", (732) 372-0707, info@@libertystocktransfer.com," 1041 Highway 36, Suite 310, Atlantic Highlands, NJ 07716",FONU,2021,2
" Liberty Stock Transfer, Inc.", (732) 372-0707, info@@libertystocktransfer.com," 788 Shrewsbury Ave., Suite 2163, Tinton Falls, NJ 07724",FONU,2022,1
 EQ Shareowner Services, 651-306-2904, chad.dolton@equiniti.com," 1110 Centre Pointe Curve Suite 101 Mendota Heights, MN 55120",FRMA,2021,3
 EQ Shareowner Services, 651-306-2904, chad.dolton@equiniti.com," 1110 Centre Pointe Curve Suite 101 Mendota Heights, MN 55120",FRMA,2022,1
 Issuer Direct Corporation, 801-272-9294, www.issuerdiredt.com," 1981 East Murray Holladay Road, Suite 100",GAMN,2021,2
 Issuer Direct Corporation, 801-272-9294, www.issuerdiredt.com," 1981 East Murray Holladay Road, Suite 100",GAMN,2022,1
" Global Transfer, LLC", 813-344-4490, mt@ globextransfer.com," 780 Deltona Blvd., Suite 202 Deltona, FL 32725",GASE,2021,1
" Global Transfer, LLC", 813-344-4490, mt@ globextransfer.com," 780 Deltona Blvd., Suite 202 Deltona, FL 32725",GASE,2021,2
" Global Transfer, LLC", 813-344-4490, mt@ globextransfer.com," 780 Deltona Blvd., Suite 202 Deltona, FL 32725",GASE,2021,3
" Global Transfer, LLC", 813-344-4490, mt@qlobextransfer.com," 780 Deltona Blvd., Suite 202 Deltona, FL 32725",GASE,2022,1
 Pacific Stock Transfer Company, 800-785-7782, info@pacificstocktransfer.com," 6725 Via Austi Pkwy #300, Las Vegas, NV 89119",GBGD,2021,2
 Pacific Stock Transfer Company, 800-785-7782, info@pacificstocktransfer.com," 6725 Via Austi Pkwy #300, Las Vegas, NV 89119",GBGD,2022,2
 Pacific Stock Transfer Company, 800-785-7782, info@pacificstocktransfer.com," 6725 Via Austi Pkwy #300, Las Vegas, NV 89119",GBGD,2022,3
 AST Relationship Management, 718.921.8300 ext. 6449, vcirone@astfinancial.com," 6201 15th Avenue | Brooklyn, NY 11219",GCLT,2023,1
 Pacific Stock Transfer Company, 702-361-3033, info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300",GDVM,2021,1
 Pacific Stock Transfer Company, 702-361-3033, info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300",GDVM,2022,1
 rities Transfer Corporation, 4 -0101, N/A, 2901N. Dallas Parkway #380,GEGP,2021,1
 rities Transfer Corporation, 4 -0101, N/A, 2901N. Dallas Parkway #380,GEGP,2021,2
 Securities Transfer Corporation, (469)633-0101, N/A, 2901 N. Dallas Parkway #380,GEGP,2022,2
" Direct Transfer, LLC, a subsidiary of Issuer Direct Corporation"," 1 Glenwood Ave, Suite 1001", Krista.Riley@issuerdirect.com," 1981 Murray Holladay Rd Suite 100, Salt Lake City, Utah 84117",GERS,2021,3
" Direct Transfer, LLC, a subsidiary of Issuer Direct Corporation"," 1 Glenwood Ave, Suite 1001", Krista.Riley@issuerdirect.com," 1981 Murray Holladay Rd Suite 100, Salt Lake City, Utah 84117",GERS,2022,1
 Securities Transfer Corporation, (469) 633-0101, dzheng@stctransfer.com," 2901 N. Dallas Parkway, Suite 380, Plano, Texas 75093",GGSM,2021,1
 Securities Transfer Corporation, (469) 633-0101, dzheng@stctransfer.com," 2901 N. Dallas Parkway, Suite 380, Plano, Texas 75093",GGSM,2021,2
 Securities Transfer Corporation, (469) 633-0101, dzheng@stctransfer.com," 2901 N. Dallas Parkway, Suite 380, Plano, Texas 75093",GGSM,2022,1
 Pacific Stock Transfer, 702-361-3033, paul @pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste. 300, Las Vegas, NV 89119",GMZP,2021,2
 Pacific Stock Transfer, 702-361-3033, paul @pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste. 300, Las Vegas, NV 89119",GMZP,2021,3
 Pacific Stock Transfer, 702-361-3033, paul @pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste. 300, Las Vegas, NV 89119",GMZP,2022,1
 Pacific Stock Transfer, 702-361-3033, paul@pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste. 300, Las Vegas, NV 89119",GMZP,2023,1
" Direct Transfer, LLC.", (919) 744-2722, info@issuerdirect.com," 1 Glenwood Ave., Ste 1001",GOGR,2021,1
" Direct Transfer, LLC.", (919) 744-2722, info@issuerdirect.com," 1 Glenwood Ave., Ste 1001",GOGR,2022,3
" Direct Transfer, LLC.", (919) 744-2722, info@issuerdirect.com," 1 Glenwood Ave., Ste 1001",GOGR,2022,4
 Pacific Stock Transfer Company, (800) 785-7782, info@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",GRCU,2021,2
,,,,GRCU,2022,1
,,,,GRCU,2022,2
,,,,GRHY,2021,1
 Mountain Share Transfer LLC, 303-460-1149, service@mountainsharetransfer.com," 2030 Powers Ferry Road SE, Atlanta GA 30339",GRHY,2022,1
,,,,GSAC,2021,1
 Action Stock Transfer, (801) 274-1088, jb @ actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",GYGC,2021,1
 Action Stock Transfer, (801) 274-1088, jb @ actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",GYGC,2021,2
 Action Stock Transfer, (801) 274-1088, jb@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",GYGC,2022,1
 Action Stock Transfer Inc., 801-274-1088, Justeene Blankenship jb@actionstocktransfer.com," 2469 E. Fort Union Boulevard, Suite 214, Salt Lake City, UT 84121",HDII,2021,1
 Action Stock Transfer Inc., 801-274-1088, Justeene Blankenship jb@actionstocktransfer.com," 2469 E. Fort Union Boulevard, Suite 214, Salt Lake City, UT 84121",HDII,2021,2
 Action Stock Transfer Inc., 801-274-1088, Justeene Blankenship jb@actionstocktransfer.com," 2469 E. Fort Union Boulevard, Suite 214, Salt Lake City, UT 84121",HDII,2022,1
 Action Stock Transfer, (801) 274-1088, jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214",HENI,2021,1
 Action Stock Transfer, (801) 274-1088, jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214",HENI,2021,2
 Action Stock Transfer, (801) 274-1088, jb @ actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214",HENI,2022,1
 Securities Transfer Corporation, 469-633-0101, stc @stctransfer.com, 2901 N. Dallas Parkway,HENI,2023,1
" Transfer Online, Inc.", 503.227.2950, carolyn@transferonline.com," 444 SW 5th Ave,Portland, OR 97204",HERB,2021,1
" Transfer Online, Inc.", 503.227.2950, carolyn@transferonline.com," 444 SW 5th Ave,Portland, OR 97204",HERB,2021,2
" Transfer Online, Inc.", 503.227.2950, carolyn@transferonline.com," 444 SW 5th Ave,Portland, OR 97204",HERB,2022,1
 Olde Monmouth Stock Transfer Co.. Inc., (732) 872-2727, Email: matt@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",HPIL,2021,1
" Olde Monmouth Stock Transfer Co., Inc.", (732) 872-2727, matt @oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",HPIL,2021,2
" Olde Monmouth Stock Transfer Co., Inc.", (732) 872-2727, Email: matt@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",HPIL,2021,3
" Olde Monmouth Stock Transfer Co., Inc.", (732) 872-2727, Email: matt@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",HPIL,2021,6
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt@oldemonmouth.com," 200 Memonal Parkway, Atlantic Highlands, NJ 07716",HPIL,2021,7
" Broadridge Corporate Issuer Solutions, Inc.", 213-660-9548, Stephanie.Manzanares @broadridge.com," 51 Mercedes Way | Edgewood, NY _117171USA",HXBM,2022,3
 Computershare U.S., 1(781) 575 2565,," 150 Royall St, Canton, MA 02021",HYDI,2022,1
" Signature Stock Transfer, Inc.", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Suite #220",ICOA,2021,1
" Signature Stock Transfer, Inc.", 972-612-4120, info@si naturestoc transfer.com," 14673 idway oad, Suite 220",ICOA,2021,2
" Signature Stock Transfer, Inc.", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Suite #220",ICOA,2021,3
 Securities Transfer Corp., 469-633-0101, www.stctransfer.com," 2901 Dallas Pkwy. Ste. 380, Plano, TX 75093",IDGC,2021,1
 Securities Transfer Corp., 469-633-0101, www.stctransfer.com," 2901 Dallas Pkwy. Ste. 380, Plano, TX 75093",IDGC,2021,3
 Securities Transfer Corp., 469-633-0101, www.stctransfer.com," 2901 Dallas Pkwy. Ste. 380, Plano, TX 75093",IDGC,2022,2
