ID,Financial Statements Done,Reporting Year,Submission Year,Report Submission Title,Submission Year File Number,Date,Link,pdf_file,Company Name,text_file,Securities Done,Insiders Done,Third Party Providers Done,Trading Agents Done,Reporting Year/Period,Transfer Agents Done
EPGC,0,1848,2022,Annual Report - Amended Annual Report Y/E 2021 (unaudited),3,04/25/2022,https://www.otcmarkets.com/otcapi/company/financial-report/328813/content,EPGC_2022_Annual_3.pdf,"379    ECOM PRODUCTS GROUP
Name: 4, dtype: object",EPGC_2022_Annual_3.txt,0,0,1,0,"<regex.Match object; span=(1441, 1459), match=' December 31, 2021'>",
EPGC,0,1848,2022,Annual Report - Amended Annual Report Y/E 2020 (unaudited0,4,04/25/2022,https://www.otcmarkets.com/otcapi/company/financial-report/328812/content,EPGC_2022_Annual_4.pdf,"379    ECOM PRODUCTS GROUP
Name: 4, dtype: object",EPGC_2022_Annual_4.txt,0,0,-1,0,"<regex.Match object; span=(1431, 1449), match=' December 31, 2020'>",
EPGC,0,1848,2022,Annual Report - EPGC 2021 Annual Report (unaudited),5,03/14/2022,https://www.otcmarkets.com/otcapi/company/financial-report/323441/content,EPGC_2022_Annual_5.pdf,"379    ECOM PRODUCTS GROUP
Name: 4, dtype: object",EPGC_2022_Annual_5.txt,0,0,-1,0,"<regex.Match object; span=(1438, 1456), match=' December 31, 2021'>",
EQLB,0,1848,2009,Annual Report - For the Years Ended 2007 and 2008,1,09/09/2009,https://www.otcmarkets.com/otcapi/company/financial-report/24103/content,EQLB_2009_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2009_Annual_1.txt,0,0,-1,0,-1,
EQLB,0,1848,2010,Annual Report - EQ Labs 2009 Annual Report,1,10/11/2010,https://www.otcmarkets.com/otcapi/company/financial-report/37348/content,EQLB_2010_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2010_Annual_1.txt,0,0,-1,0,-1,
EQLB,0,1848,2014,Semi-Annual Report - Disclosure Document,1,09/17/2014,https://www.otcmarkets.com/otcapi/company/financial-report/126642/content,EQLB_2014_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2014_Annual_1.txt,0,0,1,0,-1,
EQLB,0,1848,2014,Annual Report - Annual Disclosure Document,2,09/17/2014,https://www.otcmarkets.com/otcapi/company/financial-report/126641/content,EQLB_2014_Annual_2.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2014_Annual_2.txt,0,0,1,0,-1,
EQLB,0,1848,2014,Annual Report - Annual Report,3,09/12/2014,https://www.otcmarkets.com/otcapi/company/financial-report/126418/content,EQLB_2014_Annual_3.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2014_Annual_3.txt,0,0,1,0,-1,
EQLB,0,1848,2014,Annual Report - Annual Report,4,09/03/2014,https://www.otcmarkets.com/otcapi/company/financial-report/126063/content,EQLB_2014_Annual_4.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2014_Annual_4.txt,0,0,-1,0,-1,
EQLB,0,1848,2014,Annual Report - Annual Report,5,09/03/2014,https://www.otcmarkets.com/otcapi/company/financial-report/126062/content,EQLB_2014_Annual_5.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2014_Annual_5.txt,0,0,1,0,-1,
EQLB,0,1848,2015,Annual Report - Amended Disclosure,1,05/22/2015,https://www.otcmarkets.com/otcapi/company/financial-report/139018/content,EQLB_2015_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2015_Annual_1.txt,0,0,1,0,-1,
EQLB,0,1848,2015,Annual Report - Unaudited Financials YE 2014 and 2013,2,02/11/2015,https://www.otcmarkets.com/otcapi/company/financial-report/132716/content,EQLB_2015_Annual_2.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2015_Annual_2.txt,0,0,-1,0,-1,
EQLB,0,1848,2015,Annual Report - Annual Disclosure Document,3,02/11/2015,https://www.otcmarkets.com/otcapi/company/financial-report/132715/content,EQLB_2015_Annual_3.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2015_Annual_3.txt,0,0,1,0,-1,
EQLB,0,1848,2016,Annual Report - Financials,1,04/01/2016,https://www.otcmarkets.com/otcapi/company/financial-report/152454/content,EQLB_2016_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2016_Annual_1.txt,0,0,-1,0,-1,
EQLB,0,1848,2016,Annual Report - Financials,2,03/30/2016,https://www.otcmarkets.com/otcapi/company/financial-report/152190/content,EQLB_2016_Annual_2.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2016_Annual_2.txt,0,0,-1,0,-1,
EQLB,0,1848,2016,Annual Report - disclosure,3,03/30/2016,https://www.otcmarkets.com/otcapi/company/financial-report/152186/content,EQLB_2016_Annual_3.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2016_Annual_3.txt,0,0,1,0,-1,
EQLB,0,1848,2017,Annual Report - Financials,1,10/23/2017,https://www.otcmarkets.com/otcapi/company/financial-report/181059/content,EQLB_2017_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2017_Annual_1.txt,0,0,-1,0,-1,
EQLB,0,1848,2017,Annual Report - Disclosure,2,10/23/2017,https://www.otcmarkets.com/otcapi/company/financial-report/181058/content,EQLB_2017_Annual_2.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2017_Annual_2.txt,0,0,1,0,-1,
EQLB,0,1848,2018,Annual Report - Disclosure,1,05/07/2018,https://www.otcmarkets.com/otcapi/company/financial-report/192519/content,EQLB_2018_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2018_Annual_1.txt,0,0,1,0,-1,
EQLB,0,1848,2018,Annual Report - Financials,2,05/07/2018,https://www.otcmarkets.com/otcapi/company/financial-report/192518/content,EQLB_2018_Annual_2.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2018_Annual_2.txt,0,0,-1,0,-1,
EQLB,0,1848,2019,Annual Report - Disclosure,1,03/15/2019,https://www.otcmarkets.com/otcapi/company/financial-report/213606/content,EQLB_2019_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2019_Annual_1.txt,0,0,1,0,-1,
EQLB,0,1848,2019,Annual Report - financials,2,03/15/2019,https://www.otcmarkets.com/otcapi/company/financial-report/213604/content,EQLB_2019_Annual_2.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2019_Annual_2.txt,0,0,-1,0,-1,
EQLB,0,1848,2020,Annual Report - Disclosure,1,04/13/2020,https://www.otcmarkets.com/otcapi/company/financial-report/243821/content,EQLB_2020_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2020_Annual_1.txt,0,0,-5,0,"<regex.Match object; span=(249, 267), match=' December 31, 2019'>",
EQLB,0,1848,2020,Annual Report - Financials,2,03/23/2020,https://www.otcmarkets.com/otcapi/company/financial-report/242212/content,EQLB_2020_Annual_2.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2020_Annual_2.txt,0,0,-1,0,-1,
EQLB,0,1848,2020,Annual Report - Disclosure,3,03/23/2020,https://www.otcmarkets.com/otcapi/company/financial-report/242211/content,EQLB_2020_Annual_3.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2020_Annual_3.txt,0,0,-5,0,"<regex.Match object; span=(224, 242), match=' December 31, 2019'>",
EQLB,0,1848,2021,Annual Report - Disclosure,1,09/26/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304380/content,EQLB_2021_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(212, 230), match=' December 31, 2020'>",-1.0
EQLB,0,1848,2021,Annual Report - Financials,2,09/26/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304379/content,EQLB_2021_Annual_2.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2021_Annual_2.txt,0,0,-1,0,-1,
EQLB,0,1848,2022,Annual Report - Disclosure,1,03/23/2022,https://www.otcmarkets.com/otcapi/company/financial-report/324505/content,EQLB_2022_Annual_1.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(212, 230), match=' December 31, 2021'>",-1.0
EQLB,0,1848,2022,Annual Report - Financials,2,03/23/2022,https://www.otcmarkets.com/otcapi/company/financial-report/324502/content,EQLB_2022_Annual_2.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2022_Annual_2.txt,0,0,-1,0,-1,
EQLB,0,1848,2022,Annual Report - ANNUAL REPORT,3,03/11/2022,https://www.otcmarkets.com/otcapi/company/financial-report/323379/content,EQLB_2022_Annual_3.pdf,"143    EQ LABS INC
Name: 4, dtype: object",EQLB_2022_Annual_3.txt,0,0,-1,0,-1,
ESYL,0,1848,2009,Annual Report - Annual Report,1,02/23/2009,https://www.otcmarkets.com/otcapi/company/financial-report/19624/content,ESYL_2009_Annual_1.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2009_Annual_1.txt,0,0,-1,0,-1,
ESYL,0,1848,2010,Annual Report - Annual Report,1,03/02/2010,https://www.otcmarkets.com/otcapi/company/financial-report/29633/content,ESYL_2010_Annual_1.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2010_Annual_1.txt,0,0,-1,0,-1,
ESYL,0,1848,2011,Annual Report - Annual Report,1,03/10/2011,https://www.otcmarkets.com/otcapi/company/financial-report/45593/content,ESYL_2011_Annual_1.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2011_Annual_1.txt,0,0,-1,0,-1,
ESYL,0,1848,2012,Annual Report - Annual Report,1,04/04/2012,https://www.otcmarkets.com/otcapi/company/financial-report/77309/content,ESYL_2012_Annual_1.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2012_Annual_1.txt,0,0,-1,0,-1,
ESYL,0,1848,2018,Annual Report - Annual financial statements ending 12-31-2016,1,12/04/2018,https://www.otcmarkets.com/otcapi/company/financial-report/208475/content,ESYL_2018_Annual_1.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2018_Annual_1.txt,0,0,-1,0,-1,
ESYL,0,1848,2018,Annual Report - Amended Annual report ending 12-31-2017,2,11/08/2018,https://www.otcmarkets.com/otcapi/company/financial-report/205986/content,ESYL_2018_Annual_2.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2018_Annual_2.txt,0,0,-1,0,-1,
ESYL,0,1848,2018,Annual Report - Amended Annual report ending 12-31-2016,3,11/08/2018,https://www.otcmarkets.com/otcapi/company/financial-report/205985/content,ESYL_2018_Annual_3.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2018_Annual_3.txt,0,0,-1,0,-1,
ESYL,0,1848,2018,Annual Report - Annual financial statements ending 12-31-2017,4,09/13/2018,https://www.otcmarkets.com/otcapi/company/financial-report/202531/content,ESYL_2018_Annual_4.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2018_Annual_4.txt,0,0,-1,0,-1,
ESYL,0,1848,2019,Annual Report - Amended annual report 12-31-2018,1,04/17/2019,https://www.otcmarkets.com/otcapi/company/financial-report/216952/content,ESYL_2019_Annual_1.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2019_Annual_1.txt,0,0,-1,0,-1,
ESYL,0,1848,2019,Annual Report - Annual financial statements ending 12-31-2018,2,04/01/2019,https://www.otcmarkets.com/otcapi/company/financial-report/215226/content,ESYL_2019_Annual_2.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2019_Annual_2.txt,0,0,-1,0,-1,
ESYL,0,1848,2021,Annual Report - Annual Report,1,05/24/2021,https://www.otcmarkets.com/otcapi/company/financial-report/284794/content,ESYL_2021_Annual_1.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(253, 271), match=' December 31, 2020'>",1.0
ESYL,0,1848,2021,Annual Report - Annual Report,2,03/31/2021,https://www.otcmarkets.com/otcapi/company/financial-report/276553/content,ESYL_2021_Annual_2.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(253, 270), match=' December 31,2019'>",1.0
ESYL,0,1848,2022,Annual Report - Annual Report,1,04/20/2022,https://www.otcmarkets.com/otcapi/company/financial-report/328216/content,ESYL_2022_Annual_1.pdf,"136    EASYLINK SOLUTIONS CORP
Name: 4, dtype: object",ESYL_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(254, 272), match=' December 31, 2021'>",1.0
ETCC,0,1848,2013,Annual Report - Fiscal Year 2013,1,05/23/2013,https://www.otcmarkets.com/otcapi/company/financial-report/105245/content,ETCC_2013_Annual_1.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2013_Annual_1.txt,0,0,-1,0,-1,
ETCC,0,1848,2014,Annual Report - Fiscal Year 2014,1,06/03/2014,https://www.otcmarkets.com/otcapi/company/financial-report/122077/content,ETCC_2014_Annual_1.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2014_Annual_1.txt,0,0,-1,0,-1,
ETCC,0,1848,2015,Annual Report - Fiscal Year 2015,1,05/29/2015,https://www.otcmarkets.com/otcapi/company/financial-report/139282/content,ETCC_2015_Annual_1.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2015_Annual_1.txt,0,0,-1,0,-1,
ETCC,0,1848,2016,Annual Report - Fiscal Year 2016,1,06/14/2016,https://www.otcmarkets.com/otcapi/company/financial-report/156583/content,ETCC_2016_Annual_1.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2016_Annual_1.txt,0,0,-1,0,-1,
ETCC,0,1848,2017,Annual Report - Fiscal Year 2017,1,05/31/2017,https://www.otcmarkets.com/otcapi/company/financial-report/173471/content,ETCC_2017_Annual_1.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2017_Annual_1.txt,0,0,-1,0,-1,
ETCC,0,1848,2018,Annual Report - Fiscal Year 2018,1,06/26/2018,https://www.otcmarkets.com/otcapi/company/financial-report/196519/content,ETCC_2018_Annual_1.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2018_Annual_1.txt,0,0,-1,0,-1,
ETCC,0,1848,2019,Annual Report - Fiscal Year 2019,1,07/25/2019,https://www.otcmarkets.com/otcapi/company/financial-report/226018/content,ETCC_2019_Annual_1.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2019_Annual_1.txt,0,0,-1,0,-1,
ETCC,0,1848,2021,Annual Report - Fiscal 2021 Disclosure Statement,1,09/01/2021,https://www.otcmarkets.com/otcapi/company/financial-report/300292/content,ETCC_2021_Annual_1.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(245, 263), match=' February 26, 2021'>",1.0
ETCC,0,1848,2021,Annual Report - Fiscal Year 2021,2,09/01/2021,https://www.otcmarkets.com/otcapi/company/financial-report/300290/content,ETCC_2021_Annual_2.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",,0,0,0,0,,
ETCC,0,1848,2021,Annual Report - Fiscal 2020 Disclosure Statement,3,01/08/2021,https://www.otcmarkets.com/otcapi/company/financial-report/268036/content,ETCC_2021_Annual_3.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2021_Annual_3.txt,1,0,-5,0,"<regex.Match object; span=(246, 264), match=' February 28, 2020'>",-1.0
ETCC,0,1848,2021,Annual Report - Fiscal Year 2020,4,01/08/2021,https://www.otcmarkets.com/otcapi/company/financial-report/268035/content,ETCC_2021_Annual_4.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",,0,0,0,0,,
ETCC,0,1848,2022,Annual Report - Annual Report - Fiscal 2022 Disclosure Statement,1,06/29/2022,https://www.otcmarkets.com/otcapi/company/financial-report/338508/content,ETCC_2022_Annual_1.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(246, 265), match=' [February 25, 2022'>",1.0
ETCC,0,1848,2022,Annual Report - Fiscal 2022 Fourth Quarter,2,06/09/2022,https://www.otcmarkets.com/otcapi/company/financial-report/337009/content,ETCC_2022_Annual_2.pdf,"44    ENVIRONMENTAL TECTONICS
Name: 4, dtype: object",ETCC_2022_Annual_2.txt,0,0,-1,0,-1,
ETEK,0,1848,2021,Annual Report - Amended,1,10/14/2021,https://www.otcmarkets.com/otcapi/company/financial-report/306685/content,ETEK_2021_Annual_1.pdf,"224    ECO-TEK GROUP INC
Name: 4, dtype: object",ETEK_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(214, 228), match=' Dec. 31, 2020'>",1.0
ETEK,0,1848,2021,Annual Report - Amended,2,10/14/2021,https://www.otcmarkets.com/otcapi/company/financial-report/306681/content,ETEK_2021_Annual_2.pdf,"224    ECO-TEK GROUP INC
Name: 4, dtype: object",ETEK_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(214, 228), match=' Dec. 31, 2019'>",1.0
ETEK,0,1848,2021,Annual Report - Amended Annual 2020,3,09/20/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303118/content,ETEK_2021_Annual_3.pdf,"224    ECO-TEK GROUP INC
Name: 4, dtype: object",ETEK_2021_Annual_3.txt,1,0,-5,0,"<regex.Match object; span=(214, 228), match=' Dec. 31, 2020'>",1.0
ETEK,0,1848,2021,Annual Report - Amended Annual 2019,4,09/20/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303115/content,ETEK_2021_Annual_4.pdf,"224    ECO-TEK GROUP INC
Name: 4, dtype: object",ETEK_2021_Annual_4.txt,1,0,-5,0,"<regex.Match object; span=(214, 228), match=' Dec. 31, 2019'>",1.0
ETEK,0,1848,2022,Annual Report - Annual Report,1,01/19/2022,https://www.otcmarkets.com/otcapi/company/financial-report/317790/content,ETEK_2022_Annual_1.pdf,"224    ECO-TEK GROUP INC
Name: 4, dtype: object",ETEK_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(215, 216), match='.'>",1.0
ETEK,0,1848,2023,Annual Report - Annual Report,1,01/04/2023,https://www.otcmarkets.com/otcapi/company/financial-report/356458/content,ETEK_2023_Annual_1.pdf,"224    ECO-TEK GROUP INC
Name: 4, dtype: object",ETEK_2023_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(214, 215), match='.'>",1.0
ETER,0,1848,2010,Annual Report - Annual Report,1,05/04/2010,https://www.otcmarkets.com/otcapi/company/financial-report/31575/content,ETER_2010_Annual_1.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2010_Annual_1.txt,0,0,-1,0,-1,
ETER,0,1848,2011,Annual Report - Annual Report,1,03/17/2011,https://www.otcmarkets.com/otcapi/company/financial-report/45890/content,ETER_2011_Annual_1.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2011_Annual_1.txt,0,0,-1,0,-1,
ETER,0,1848,2012,"Annual Report - Auric Mining - December 31, 2011 Financial Report",1,03/05/2012,https://www.otcmarkets.com/otcapi/company/financial-report/74285/content,ETER_2012_Annual_1.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2012_Annual_1.txt,0,0,-1,0,-1,
ETER,0,1848,2013,Annual Report - Amended Annual Report,1,04/17/2013,https://www.otcmarkets.com/otcapi/company/financial-report/102828/content,ETER_2013_Annual_1.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2013_Annual_1.txt,0,0,-1,0,-1,
ETER,0,1848,2013,Annual Report - Annual Report,2,03/25/2013,https://www.otcmarkets.com/otcapi/company/financial-report/101448/content,ETER_2013_Annual_2.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2013_Annual_2.txt,0,0,-1,0,-1,
ETER,0,1848,2014,Annual Report - Annual Report,1,03/18/2014,https://www.otcmarkets.com/otcapi/company/financial-report/117369/content,ETER_2014_Annual_1.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2014_Annual_1.txt,0,0,1,0,-1,
ETER,0,1848,2015,Annual Report - Annual Report,1,05/15/2015,https://www.otcmarkets.com/otcapi/company/financial-report/138472/content,ETER_2015_Annual_1.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2015_Annual_1.txt,0,0,-1,0,-1,
ETER,0,1848,2015,Annual Report - Annual Report,2,03/12/2015,https://www.otcmarkets.com/otcapi/company/financial-report/133885/content,ETER_2015_Annual_2.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2015_Annual_2.txt,0,0,-1,0,-1,
ETER,0,1848,2018,Annual Report - May 2018 Year End Report Amendment,1,10/19/2018,https://www.otcmarkets.com/otcapi/company/financial-report/204587/content,ETER_2018_Annual_1.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2018_Annual_1.txt,0,0,-1,0,-1,
ETER,0,1848,2018,Annual Report - May 2018 Year End Report,2,08/30/2018,https://www.otcmarkets.com/otcapi/company/financial-report/201669/content,ETER_2018_Annual_2.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2018_Annual_2.txt,0,0,-1,0,-1,
ETER,0,1848,2018,Annual Report - May 2017 Year End Report,3,06/07/2018,https://www.otcmarkets.com/otcapi/company/financial-report/195535/content,ETER_2018_Annual_3.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2018_Annual_3.txt,0,0,-1,0,-1,
ETER,0,1848,2018,Annual Report - May 2016 Year End Report,4,06/07/2018,https://www.otcmarkets.com/otcapi/company/financial-report/195531/content,ETER_2018_Annual_4.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2018_Annual_4.txt,0,0,-1,0,-1,
ETER,0,1848,2021,Annual Report - 4Q FYE 2021,1,08/02/2021,https://www.otcmarkets.com/otcapi/company/financial-report/293708/content,ETER_2021_Annual_1.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2021_Annual_1.txt,1,0,1,0,"<regex.Match object; span=(192, 205), match=' May 31, 2021'>",1.0
ETER,0,1848,2021,Annual Report - 4Q FYE 2020,2,08/02/2021,https://www.otcmarkets.com/otcapi/company/financial-report/293704/content,ETER_2021_Annual_2.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2021_Annual_2.txt,1,0,1,0,"<regex.Match object; span=(193, 206), match=' May 31, 2020'>",1.0
ETER,0,1848,2021,Annual Report - 4Q FYE 2019,3,08/02/2021,https://www.otcmarkets.com/otcapi/company/financial-report/293700/content,ETER_2021_Annual_3.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2021_Annual_3.txt,1,0,1,0,"<regex.Match object; span=(192, 205), match=' May 31, 2019'>",1.0
ETER,0,1848,2022,Annual Report - 4Q FYE 2022 (b),1,10/12/2022,https://www.otcmarkets.com/otcapi/company/financial-report/348650/content,ETER_2022_Annual_1.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2022_Annual_1.txt,1,0,1,0,"<regex.Match object; span=(192, 205), match=' May 31, 2022'>",1.0
ETER,0,1848,2022,Annual Report - 4Q FYE 2022 (a),2,09/29/2022,https://www.otcmarkets.com/otcapi/company/financial-report/347942/content,ETER_2022_Annual_2.pdf,"281    ENTERRA CORPORATION
Name: 4, dtype: object",ETER_2022_Annual_2.txt,1,0,1,0,"<regex.Match object; span=(192, 205), match=' May 31, 2022'>",1.0
EUBG,0,1848,2011,Annual Report - Annual Report,1,09/28/2011,https://www.otcmarkets.com/otcapi/company/financial-report/61165/content,EUBG_2011_Annual_1.pdf,"193    ENTREPRENEUR UNIVERSE
Name: 4, dtype: object",EUBG_2011_Annual_1.txt,0,0,-1,0,-1,
EUBG,0,1848,2019,Annual Report - Annual Report,1,04/04/2019,https://www.otcmarkets.com/otcapi/company/financial-report/215763/content,EUBG_2019_Annual_1.pdf,"193    ENTREPRENEUR UNIVERSE
Name: 4, dtype: object",EUBG_2019_Annual_1.txt,0,0,1,0,-1,
EUBG,0,1848,2019,Annual Report - Annual Report,2,04/03/2019,https://www.otcmarkets.com/otcapi/company/financial-report/215616/content,EUBG_2019_Annual_2.pdf,"193    ENTREPRENEUR UNIVERSE
Name: 4, dtype: object",EUBG_2019_Annual_2.txt,0,0,1,0,-1,
EUBG,0,1848,2021,Semi-Annual Report - 2021 Semi-Annual FSs with Disclosure Statement (Amendment),1,09/08/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301206/content,EUBG_2021_Annual_1.pdf,"193    ENTREPRENEUR UNIVERSE
Name: 4, dtype: object",EUBG_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(291, 305), match=' June 30, 2021'>",1.0
EUBG,0,1848,2021,Semi-Annual Report - 2021 Semi-Annual financial reports and disclosure statement,2,08/28/2021,https://www.otcmarkets.com/otcapi/company/financial-report/299320/content,EUBG_2021_Annual_2.pdf,"193    ENTREPRENEUR UNIVERSE
Name: 4, dtype: object",EUBG_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(291, 305), match=' June 30, 2021'>",1.0
EUBG,0,1848,2021,Annual Report - Audited 2019 and 2020 Financial Statements with Disclosure Statement,3,08/22/2021,https://www.otcmarkets.com/otcapi/company/financial-report/297860/content,EUBG_2021_Annual_3.pdf,"193    ENTREPRENEUR UNIVERSE
Name: 4, dtype: object",EUBG_2021_Annual_3.txt,1,0,-5,0,"<regex.Match object; span=(286, 304), match=' December 31, 2020'>",1.0
EUBG,0,1848,2021,Annual Report - 2019 and 2020 Annual Audited Financials with Disclosure Statement,4,08/13/2021,https://www.otcmarkets.com/otcapi/company/financial-report/295881/content,EUBG_2021_Annual_4.pdf,"193    ENTREPRENEUR UNIVERSE
Name: 4, dtype: object",EUBG_2021_Annual_4.txt,1,0,-5,0,"<regex.Match object; span=(287, 305), match=' December 31, 2020'>",1.0
EUBG,0,1848,2021,Annual Report - Audited 2019 and 2020 Financial Statements,5,08/11/2021,https://www.otcmarkets.com/otcapi/company/financial-report/295356/content,EUBG_2021_Annual_5.pdf,"193    ENTREPRENEUR UNIVERSE
Name: 4, dtype: object",EUBG_2021_Annual_5.txt,0,0,-1,0,-1,
EVCI,0,1848,2021,Annual Report - 2020,1,09/10/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301610/content,EVCI_2021_Annual_1.pdf,"99    EVCI CAREER COLLEGES HDG
Name: 4, dtype: object",EVCI_2021_Annual_1.txt,0,0,-5,0,"<regex.Match object; span=(258, 276), match=' December 31, 2020'>",
EVCI,0,1848,2021,Annual Report - 2019,2,09/10/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301609/content,EVCI_2021_Annual_2.pdf,"99    EVCI CAREER COLLEGES HDG
Name: 4, dtype: object",EVCI_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(257, 275), match=' December 31, 2019'>",1.0
