Other Flag,Trading symbol,Exact title and class of securities outstanding,CUSIP,Par/stated value,Total shares authorized,Authorized Date,Total shares oustanding,Outstanding Date,Number of shares in the Public Float, Public float Date,Total number of shareholders of Record,Shareholders Date,ID,Submission Year,Submission Year File Number
True, CYBL,, NA, $0.001," 100,000,000 "," December 31, 2020"," 4,481,275,578 "," December 31, 2020",,,,,CYBL,2022,4
True, CYBL, Preferred Stock — Class C, NA, $0.001," 150,000 "," December 31, 2020"," 4,481,275,578 "," December 31, 2020",,,,,CYBL,2022,4
False, CYBL.PK, Common, 23247M205, $0.001," 8,750,000,000 "," December 31, 2021"," 5,571,417,345 "," December 31, 2021"," 4,097,569,970 "," December 31, 2021", 334 ," December 31, 2021",CYBL,2022,5
True, CYBL, Preferred Stock — Class A, NA, $0.001, 200 ," December 31, 2021"," 5,571,417,345 ",,,,,,CYBL,2022,5
False, DFTC, Common,, $0.001," 250,000,000 ", 30APR2006," 83,937,380 ", 31DEC2021," 53,131,194 ", 31DEC2021, 755 , 31DEC2021,DFTC,2022,1
True,,,,, ,," 83,937,380 ",,,,,,DFTC,2022,1
False, DFTC, Common,, $0.001," 250,000,000 ", 30APR2006," 83,937,380 ", 31DEC2021," 53,131,194 ", 31DEC2021, 755 , 31DEC2021,DFTC,2022,3
True,,,,, ,," 83,937,380 ",,,,,,DFTC,2022,3
False, DIGI, - Common Stock, 253895106, $0.001," 500,000,000 "," December 31, 2020"," 78,132,167 "," December 31, 2020"," 369,211 "," December 31, 2020", 398 ," December 31, 2020",DIGI,2021,1
False, DIGI, - Common Stock, 253895106, $0.001," 500,000,000 "," December 31, 2020"," 78,132,167 "," December 31, 2020"," 369,211 "," December 31, 2020", 398 ," December 31, 2020",DIGI,2021,2
False, DIGI, - Common Stock, 253895106, $0.001," 500,000,000 "," December 31, 2019"," 71,132,167 "," December 31, 2019"," 369,211 "," December 31, 2019", 398 ," December 31, 2019",DIGI,2021,3
False, DIGI, © Common Stock, 253895106, $0.001," 500,000,000 "," December 31, 2020"," 78,132,167 "," December 31, 2020"," 369,211 "," December 31, 2020", 398 ," December 31, 2020",DIGI,2021,4
False, DIGI, © Common Stock, 253895106, $0.001," 500,000,000 "," December 31, 2019"," 71,132,167 "," December 31, 2019"," 369,211 "," December 31, 2019", 398 ," December 31, 2019",DIGI,2021,5
False, DIGI, | Common Stock, 253895106, $0.001," 500,000,000 "," December 31, 2021"," 150,232,167 "," December 31, 2021"," 369,211 "," December 31, 2021", 400 ," December 31, 2021",DIGI,2022,1
False, DIGI, Common Stock, 253895106, $0.001," 500,000,000 "," December 31, 2021"," 150,232,167 "," December 31, 2021"," 369,211 "," December 31, 2021", 400 ," December 31, 2021",DIGI,2022,2
False, DLPX, _ Common stock, 24712X106, $0.10 per share," 50,000,000 _"," September 30, 2021"," 6,919,465 "," September 30, 2021"," 6,919,465 "," September 30, 2021", 223 ," September 30, 2021",DLPX,2021,1
True, N/A, Series B Preferred Stock, N/A, $0.10 per share," 43,000 "," September 30, 2021"," 6,919,465 "," September 30, 2021",,,,,DLPX,2021,1
False, DLPX, | Common stock, 24712X106, $0.10 per share," 50,000,000 "," September 30, 2022"," 6,919,465 __— "," September 30, 2022"," 6,919,465 __— "," September 30, 2022", 223 ," September 30, 2022",DLPX,2022,1
True, N/A, Series B Preferred Stock, N/A, $0.10 per share," 43,000 "," September 30, 2022"," 6,919,465 __— "," September 30, 2022",,,,,DLPX,2022,1
False, DNDT, Common, 23325K 204, $0.001," 800,000,000 "," June 30, 2019."," 31,402,259 "," June 30, 2019."," 1,348,185 "," June 30, 2019.", 72 ~~ ," June 30, 2019.",DNDT,2021,2
False, DNDT, Common, 23325K 204, $0.001," 800,000,000 "," June 30, 2019."," 31,402,259 "," June 30, 2019."," 1,348,185 "," June 30, 2019.", 72 ~~ ," June 30, 2019.",DNDT,2021,3
False, DNDT, Common, 23325K 204, $0.001," 800,000,000 "," December 31, 2021."," 31,402,259  "," December 31, 2021."," 1,348,185 "," December 31, 2021.", 72 ~~ ," December 31, 2021.",DNDT,2022,1
False, DPUI, Common, 25472D107, $0.001," 95,000,000 "," June 30, 2021"," 27,876,282 "," June 30, 2021"," 170,190 "," June 30, 2021", 40 ," June 30, 2021",DPUI,2021,1
True, N/A, Series A Pref., N/A, $0.001," 5,000,000 "," June 30, 2021"," 27,876,282 "," June 30, 2021",,,,,DPUI,2021,1
False, DPUI, Common, 25472D107, $0.001, 95 000 000 ," June 30, 2021"," 27,876,282 "," June 30, 2021"," 170,190 "," June 30, 2021", 40 ," June 30, 2021",DPUI,2021,2
True, N/A, Series A Pref., N/A, $0.001," 5,000,000 "," June 30, 2021"," 27,876,282 "," June 30, 2021",,,,,DPUI,2021,2
False, DPUI, Common, 25472D107, $0.001," 95,000,000 "," June 30, 2020"," 20,170,190 "," June 30, 2020"," 175,190 "," June 30, 2020", 37 ," June 30, 2020",DPUI,2021,3
True, N/A, Series A Pref., N/A, $0.001," 5,000,000 "," June 30, 2020"," 20,170,190 "," June 30, 2020",,,,,DPUI,2021,3
False, DRGV, © Common, 26144J100, .001," 5,000,000,000 "," December 31, 2020"," 2,/10,188,725 "," December 31, 2020"," 2,048,354,160 "," December 31, 2020", 148 ," December 31, 2020",DRGV,2021,1
True,,,,, ,," 2,/10,188,725 ",,,,,,DRGV,2021,1
False, DRGV, © Common, 26144J100, .001," 5,000,000,000 "," December 31, 2019"," 2,/10,188,725 "," December 31, 2019"," 2,048,354,160 "," December 31, 2019", 148 ," December 31, 2019",DRGV,2021,2
True,,,,, ,," 2,/10,188,725 ",,,,,,DRGV,2021,2
False, DRGV, Common, 26144J100, .001," 50,000,000,000 "," December 31, 2021"," 36,849,188,725 "," December 31, 2021"," 2,048,354,160 "," December 31, 2021", 151 ," December 31, 2021",DRGV,2022,1
True,,,,, ,," 36,849,188,725 ",,,,,,DRGV,2022,1
False, DRGV, Common, 26144J100, .001," 50,000,000,000 "," December 31, 2021"," 36,849,188,725 "," December 31, 2021"," 2,048,354,160 "," December 31, 2021", 151 ," December 31, 2021",DRGV,2022,2
True,,,,, ,," 36,849,188,725 ",,,,,,DRGV,2022,2
False, DRGV, Common, 26144J100, .001," 50,000,000,000 "," December 31, 2021"," 36,849,188,725 "," December 31, 2021"," 2,048,354,160 "," December 31, 2021", 151 ," December 31, 2021",DRGV,2022,3
True,,,,, ,," 36,849,188,725 ",,,,,,DRGV,2022,3
True, DROP, | common, 36113304, .001," 80,000,000 ", September 30 2021," 80,000,000 ", September 30 2021,,,,,DROP,2021,1
False, DROP, Common, 36113304, -001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,2
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,,,,,DROP,2021,2
False, DROP, Common, 36113304, -001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,3
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,,,,,DROP,2021,3
False, DROP, Common, 36113304, -001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,4
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,,,,,DROP,2021,4
False, DROP, Common, 36113304, -001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,5
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,,,,,DROP,2021,5
False, DROP, Common, 36113304, -001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,7
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,,,,,DROP,2021,7
True, DROP, | common, 36113304, .001," 800,000,000 ", September 30 2022," 80,000,000 ", September 30 2022,,,,,DROP,2022,1
True, DROP, | common, 36113304, .001," 800,000,000 ", September 30 2022," 80,000,000 ", September 30 2022,,,,,DROP,2022,2
False, DSUS, © Common, 26210M102, .0001," 13,000,000,000 "," June 30, 2021"," 656,331,701 "," June 30, 2021"," 57,105,042 "," June 30, 2021"," 1,234 "," June 30, 2021",DSUS,2021,1
True,, Preferred Series A,, 10," 1,000,000 "," June 30, 2021"," 656,331,701 "," June 30, 2021",,,,,DSUS,2021,1
True,, Preferred Series B,, .001," 5,000,000 "," June 30, 2021"," 656,331,701 "," June 30, 2021",,,,,DSUS,2021,1
True,, Preferred Series C,, 001," 20,000,000 "," June 30, 2021"," 656,331,701 "," June 30, 2021",,,,,DSUS,2021,1
False, DSUS, | Common,,,,," 656,331,701 "," June 30, 2021"," 57,105,042 "," June 30, 2021"," 1,234 "," June 30, 2021",DSUS,2021,2
True,,,, 10," 1,000,000 "," June 30, 2021"," 656,331,701 "," June 30, 2021",,,,,DSUS,2021,2
True,,,, -001," 5,000,000 "," June 30, 2021"," 656,331,701 "," June 30, 2021",,,,,DSUS,2021,2
True,,,, -001," 20,000,000 "," June 30, 2021"," 656,331,701 "," June 30, 2021",,,,,DSUS,2021,2
False, DSUS, | Common,,,,," 656,331,701 "," June 30, 2020"," 57,105,042 "," June 30, 2020"," 1,234 "," June 30, 2020",DSUS,2021,3
True,,,, 10," 1,000,000 "," June 30, 2020"," 656,331,701 "," June 30, 2020",,,,,DSUS,2021,3
True,,,, -001," 5,000,000 "," June 30, 2020"," 656,331,701 "," June 30, 2020",,,,,DSUS,2021,3
True,,,, -001," 20,000,000 "," June 30, 2020"," 656,331,701 "," June 30, 2020",,,,,DSUS,2021,3
False, DYNA, © Common, 268119104, $0.001," 2,490,000,000 "," August 30, 2021"," 2,435,859,171 "," August 30, 2021"," 4,141,099 "," August 30, 2021", 150 ," August 30, 2021",DYNA,2021,1
False, DYNA, © Common, 268119104, $0.001," 2,490,000,000 "," August 30, 2021"," 2,435,859,171 "," August 30, 2021"," 4,141,099 "," August 30, 2021", 150 ," August 30, 2021",DYNA,2021,2
False, DYNA, © Common, 268119104, $0.001," 2,490,000,000 "," March 14, 2022"," 2,435,859,171 "," March 14, 2022"," 4,141,099 "," March 14, 2022", 150 ," March 14, 2022",DYNA,2022,1
False, DYNA, © Common, 268119104, $0.001," 2,490,000,000 "," March 15, 2023"," 2,435,859,171 "," March 15, 2023"," 4,141,099 "," March 15, 2023", 150 ," March 15, 2023",DYNA,2023,2
False, ECEZ, Common, 279219208, .00001," 30,000,000,000 "," August 31, 2021"," 16,881,274,854 "," August 31, 2021"," 16,723,690,766 "," August 31, 2021", 5 ," August 31, 2021",ECEZ,2021,1
False, ECEZ, Common, 279219208, .00001," 30,000,000,000 "," August 31, 2021"," 16,881,274,854 "," August 31, 2021"," 16,723,690,766 "," August 31, 2021", 5 ," August 31, 2021",ECEZ,2021,2
False, ECEZ, Common, 279219208, .00001," 30,000,000,000 "," August 31, 2021"," 16,881,274,854 "," August 31, 2021"," 16,723,690,766 "," August 31, 2021", 5 ," August 31, 2021",ECEZ,2021,4
False, ECEZ, Common, 279219208, .00001," 30,000,000,000 "," August 31, 2021"," 16,881,274,854 "," August 31, 2021"," 16,723,690,766 "," August 31, 2021", 5 ," August 31, 2021",ECEZ,2021,5
False, ECEZ, © Common, 279219208, .00001," 50,000,000,000 "," May 31, 2022"," 25,061,735,917 "," May 31, 2022"," 23,779,151 ,829 "," May 31, 2022", 66 ," May 31, 2022",ECEZ,2022,1
False, ECGR, © Common, 716563-10-1, 0.00001," 200,000,000 "," December 31, 2020"," 40,790,867 "," December 31, 2020"," 13,292,728 "," December 31, 2020", 309 ," December 31, 2020",ECGR,2021,1
False, ECGR, © Common, 716563-10-1, 0.00001," 200,000,000 "," December 31, 2019"," 40,790,867 "," December 31, 2019"," 13,292,728 "," December 31, 2019", 309 ," December 31, 2019",ECGR,2021,2
False, ECGR, © Common, 716563-10-1, 0.00001," 200,000,000 "," September 30, 2021"," 140,790,867 "," September 30, 2021"," 13,292,728 "," September 30, 2021", 309 ," September 30, 2021",ECGR,2022,1
True, N/A,,,, ,," 140,790,867 ",,,,,,ECGR,2022,1
False, EEGI, Common and Preferred, 28658N402, $0.001," 20,000,000,000 ", 12/31/20," 8,264,529,727 ", 12/31/20," 7,578,093,798 ", 12/31/20, 93 , 12/31/20,EEGI,2021,1
True,,,,, ,," 8,264,529,727 ",,,,,,EEGI,2021,1
False, EEGI, Common and Preferred, 28658N402, $0.001," 20,000,000,000 ", 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,2
True,,,,, ,," 8,264,529,727 ",,,,,,EEGI,2021,2
False, EEGI, | Common and Preferred, 28658N402, $0.001," 20,000,000,000 ", 12/31/20," 8,264,529,727 ", 12/31/20," 7,578,093,798 ", 12/31/20, 93 , 12/31/20,EEGI,2021,3
True,,,,, ,," 8,264,529,727 ",,,,,,EEGI,2021,3
False, EEGI, | Common and Preferred, 28658N402, $0.001," 20,000,000,000 ", 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,4
False, EEGI, _ Common and Preferred, 28658N402, $0.001," 20,000,000,000 ", 12/31/20," 8,264,529,727 ", 12/31/20," 7,578,093,798 ", 12/31/20, 93 , 12/31/20,EEGI,2021,5
False, EEGI, _- Common and Preferred, 28658N402, $0.001," 20,000,000,000 ", 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,8
True,,,,, ,," 8,264,529,727 ",,,,,,EEGI,2021,8
False, EEGI, _ Common and Preferred, 28658N402, $0.001," 20,000,000,000 ", 12/31/20," 8,264,529,727 ", 12/31/20," 7,578,093,798 ", 12/31/20, 93 , 12/31/20,EEGI,2021,10
False, EEGI, Common and Preferred, 28658N402, $0.001," 20,000,000,000 ", 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,18
False, EEGI, Common and Preferred, 28658N402, $0.001," 20,000,000,000 ", 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,19
False, EGDD, Common Stock, 276486107, $0.001," 160,000,000 "," June 30, 2021"," 21,807,548 "," June 30, 2021"," 6,773,548 "," June 30, 2021", 86 ," June 30, 2021",EGDD,2021,1
False, EGDD, Common Stock, 276486107, $0.001," 160,000,000 "," December 31, 2020"," 10,307,548 "," December 31, 2020"," 6,773,548 "," December 31, 2020", 86 ," December 31, 2020",EGDD,2021,2
False, EGDD, Common Stock, 276486107, $0.001," 160,000,000 "," December 31, 2019"," 10,307,548 "," December 31, 2019"," 6,773,548 "," December 31, 2019", 86 ," December 31, 2019",EGDD,2021,3
False, EGDD, | Common Stock, 276486107, $0.001," 160,000,000 "," December 31, 2021"," 21,807,548 "," December 31, 2021"," 6,773,548 "," December 31, 2021", 86 ," December 31, 2021",EGDD,2022,1
False, EGDD, Common Stock, 276486107, $0.001," 160,000,000 "," December 31, 2021"," 21,807,548 "," December 31, 2021"," 6,773, 548 "," December 31, 2021", 86__," December 31, 2021",EGDD,2022,2
False, EGDD, Common Stock, 276486107, $0.001," 160,000,000 "," December 31, 2021"," 21,807,548 "," December 31, 2021"," 6,773,548 "," December 31, 2021", 86 ," December 31, 2021",EGDD,2022,3
False, EGOC, - Common Stock, 29271K106, $0.001," 1,875,000,000 "," December 31, 2020"," 1,307,000,000 "," December 31, 2020"," 1,121,754,216 "," December 31, 2020", 124 ," December 31, 2020",EGOC,2021,1
False, EGOC, - Common Stock, 29271K106, $0.001," 1,875,000,000 "," March 30, 2022"," 1,307,000,000 "," March 30, 2022"," 1,121,754,216 "," March 30, 2022", 125 ," March 30, 2022",EGOC,2022,1
False, ELRA, - Common Stock, 29015T702, $0.001," 2,500,000,000 "," December 31, 2020"," 2,405,612,176 "," December 31, 2020"," 2,171,193,184 "," December 31, 2020", 103 ," December 31, 2020",ELRA,2021,1
False, ELRA, - Common Stock, 29015T702, $0.001," 2,500,000,000 "," December 31, 2019"," 2,405,612,176 "," December 31, 2019"," 2,171,193,184 "," December 31, 2019", 103 ," December 31, 2019",ELRA,2021,2
False, ELRA, Common Stock, 29015T702, $0.001," 2,500,000,000 "," December 31, 2021"," 2,405,612,176 "," December 31,2021"," 2,171,193,184 "," December 31, 2021", 103 ~—," December 31, 2021",ELRA,2022,1
False, EMGE, © Common, 29100Q 30 8, .001," 200,000,000 ", 12-31-2020," 58,101,111 ", 12-31-2020," 10,023,595 ", 12-31-2020, 900 , 12-31-2020,EMGE,2021,1
True, nla, n/a, n/a, n/a, n/a , n/a," 58,101,111 ", n/a,,,,,EMGE,2021,1
False, EMGE, © Common, 29100Q 30 8, .001," 200,000,000 ", 12-31-2019," 57,980,000 ", 12-31-2019," 10,023,595 ", 12-31-2019, 895 , 12-31-2019,EMGE,2021,2
True, n/a, n/a, n/a, n/a, n/a , n/a," 57,980,000 ", n/a,,,,,EMGE,2021,2
False, EMGE, © Common, 29100Q 30 8, .001," 200,000,000 "," December 31, 2021"," 58,101,111 "," December 31, 2021"," 10,523,595 "," December 31°, 2021", 900 ," December 315', 2021",EMGE,2022,1
True, n/a, n/a, n/a, n/a, n/a , n/a," 58,101,111 ", n/a,,,,,EMGE,2022,1
False, EMGE, © Common, 29100Q 30 8, .001," 200,000,000 "," December 31, 2021"," 58,101,111 "," December 31, 2021"," 10,523,595 "," December 31°, 2021", 900 ," December 315', 2021",EMGE,2022,2
True, n/a, n/a, n/a, n/a, n/a , n/a," 58,101,111 ", n/a,,,,,EMGE,2022,2
False, EMRH, © Common, 29100M109, 0.0001," 500,000,000 "," December 31, 2019"," 231,000,000 "," December 31, 2019",," December 31, 2019",," December 31, 2019",EMRH,2021,1
False, EMRH, © Common, 29100M109, 0.0001," 500,000,000 "," December 31, 2020"," 231,000,000 "," December 31, 2020",," December 31, 2020",," December 31, 2020",EMRH,2021,2
False, EMRH, Common, 29100M109, 0.0001," 500,000,000 "," December 31, 2020"," 231,000,000 "," December 31, 2020",," December 31, 2020",," December 31, 2020",EMRH,2021,3
False, EMRH, Common, 29100M109, 0.0001," 500,000,000 "," December 31, 2019"," 231,000,000 "," December 31, 2019",," December 31, 2019",," December 31, 2019",EMRH,2021,4
False, EMRH, Common, 29100M109, 0.0001," 500,000,000 "," December 31, 2021"," 122,582,567 "," December 31, 2021"," 2,582,567 "," December 31, 2021", 473 ," December 31, 2021",EMRH,2022,1
True, N/A, Series L Preferred Stock, EMERGINGPL, 0.0001, 1000 ," December 31, 2021"," 122,582,567 "," December 31, 2021",,,,,EMRH,2022,1
False, EMRH, Common, 29100M109, 0.0001," 500,000,000 "," December 31, 2021"," 122,582,567 "," December 31, 2021"," 2,582,567 "," December 31, 2021", 473 ," December 31, 2021",EMRH,2022,2
True, N/A, Series L Preferred Stock, EMERGINGPL, 0.0001, 1000 ," December 31, 2021"," 122,582,567 "," December 31, 2021",,,,,EMRH,2022,2
False, EMRH, Common, 29100M109, 0.0001," 500,000,000 "," December 31, 2021"," 122,582,567 "," December 31, 2021"," 2,982,567 "," December 31, 2021", 473 ," December 31, 2021",EMRH,2022,3
True, N/A, Series L Preferred Stock, EMERGINGPL, 0.0001, 1000 ," December 31, 2021"," 122,582,567 "," December 31, 2021",,,,,EMRH,2022,3
False, ENGA, © Common Stock, 29282Q100, $0.001," 200,000,000 ", 06/30/2021," 23,082,567 ", 06/30/2021," 1,239,097 ", 06/30/2021, 464 , 06/30/2021,ENGA,2021,1
False, ENGA, © Common Stock, 29282Q100, $0.001," 200,000,000 ", 06/30/2020," 23,082,567 ", 06/30/2020," 1,239,097 ", 06/30/2020, 464 , 06/30/2020,ENGA,2021,2
False, ENGA, Common, 29282Q100, $0.001," 1,000,000,000 ", 06/30/22," 26,996,523 ", 06/30/22," 1,439,097 ", 06/30/22, 447 , 06/30/22,ENGA,2022,2
True,,,,, ,," 26,996,523 ",,,,,,ENGA,2022,2
False, ENGA, Common, 29282Q100, $0.001," 1,000,000,000 ", 06/30/22," 26,996,523 ", 06/30/22," 1,439,097 ", 06/30/22, 464 , 06/30/22,ENGA,2022,3
True,,,,, ,," 26,996,523 ",,,,,,ENGA,2022,3
False, ENGA, Common, 29282Q100, $0.001," 1,000,000,000 ", 06/30/22," 26,996,523 ", 06/30/22," 1,439,097 ", 06/30/22, 464 , 06/30/22,ENGA,2022,4
True,,,,, ,," 26,996,523 ",,,,,,ENGA,2022,4
False, ESYL, Common, 27785J102, $0.00001 per share," 10,000,000,000 "," December 31, 2020"," 6,299,826,702 "," December 31, 2020",," December 31, 2020",," December 31, 2020",ESYL,2021,1
False, ESYL, Common, 27785J5102, $0.00001 per share,," December 31, 2019",," December 31, 2019"," 40,139,688 "," December 31, 2019", 24 ," December 31, 2019",ESYL,2021,2
False, ESYL, Common, 27785J5102, $0.00001 per share,," December 31, 2021",," December 31, 2021",," December 31, 2021",," December 31, 2021",ESYL,2022,1
False, ETCC, Common Stock, 294092, $0.05," 50,000,000 "," February 26, 2021"," 9,443,785 "," February 26, 2021"," 4,232,797 "," February 26, 2021", 215 ," August 27, 2021",ETCC,2021,1
True, ETCC," Preferred Stock, Series E", 294092," Par value of $0.05; Stated value of $1,000"," 25,000 "," February 26, 2021"," 9,443,785 "," February 26, 2021",,,,,ETCC,2021,1
False, ETCC, Common Stock, 294092, $0.05," 50,000,000 "," February 28, 2020"," 9,443,785 "," February 28, 2020"," 4,232,797 "," February 28, 2020", 221 ," December 23, 2020 (current record date)",ETCC,2021,3
True, ETCC," Preferred Stock, Series E", 294092," Par value of $0.05; Stated value of $1,000"," 25,000 "," February 28, 2020"," 9,443,785 "," February 28, 2020",,,,,ETCC,2021,3
False, ETCC, © Common Stock, 294092, $0.05," 50,000,000 "," February 25, 2022"," 9,443,785 "," February 25, 2022"," 4,232,797 "," February 25, 2022", 150 ," June 9, 2022",ETCC,2022,1
True, ETCC," Preferred Stock, Series E", 294092," Par value of $0.05; Stated value of $1,000"," 25,000 "," February 25, 2022"," 9,443,785 "," February 25, 2022",,,,,ETCC,2022,1
False, ETER, © Common, 29384T101, $0.001," 200,000,000 "," May 31, 2021"," 95,325,580 "," May 31, 2021"," 87,317,538 "," May 31, 2021", 318 ," May 31, 2021",ETER,2021,1
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2021"," 95,325,580 "," May 31, 2021",,,,,ETER,2021,1
False, ETER, © Common, 29384T101, $0.001," 200,000,000 "," May 31, 2020"," 95,325,580 "," May 31, 2020"," 87,317,538 "," May 31, 2020", 313 ," May 31, 2020",ETER,2021,2
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2020"," 95,325,580 "," May 31, 2020",,,,,ETER,2021,2
False, ETER, © Common, 29384T101, $0.001," 200,000,000 "," May 31, 2019"," 95,325,580 "," May 31, 2019"," 87,317,538 "," May 31, 2019", 312 ," May 31, 2019",ETER,2021,3
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2019"," 95,325,580 "," May 31, 2019",,,,,ETER,2021,3
False, ETER, © Common, 29384T101, $0.001," 200,000,000 "," May 31, 2022"," 95,325,580 "," May 31, 2022"," 87,317,538 "," May 31, 2022", 318 ," May 31, 2022",ETER,2022,1
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2022"," 95,325,580 "," May 31, 2022",,,,,ETER,2022,1
False, ETER, © Common, 29384T101, $0.001," 200,000,000 "," May 31, 2022"," 95,325,580 "," May 31, 2022"," 87,317,538 "," May 31, 2022", 318 ," May 31, 2022",ETER,2022,2
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2022"," 95,325,580 "," May 31, 2022",,,,,ETER,2022,2
False, EUBG, | common stocks, 29385N, par value $0.0001," 1,800,000,000 "," June 30, 2021"," 1,701,181,423 "," June 30, 2021"," 40,076,221 "," June 30, 2021", 156 ," June 30, 2021",EUBG,2021,1
False, EUBG, | common stocks, 29385N, par value $0.0001," 1,800,000,000 "," June 30, 2021"," 1,701,181,423 "," June 30, 2021"," 40,076,221 "," June 30, 2021", 156 ," June 30, 2021",EUBG,2021,2
False, EUBG, | common stocks, 29385N, par value $0.0001," 1,800,000,000 "," August 15, 2021"," 1,701,181,423 "," August 15, 2021"," 40,076,221 "," August 21, 2020", 568 ," August 21, 2020",EUBG,2021,3
False, EUBG, | common stocks, 29385N, par value $0.0001," 1,800,000,000 "," August 15, 2021"," 1,701,181,423 "," August 15, 2021"," 40,076,221 "," August 21, 2020", 568 ," August 21, 2020",EUBG,2021,4
False,,,,,, 12/31/2021,, 12/31/2021,, 12/31/2021,, 12/31/2021,EVCI,2022,1
False, EVIO, Common, 30051V106, $0.0001," 1,000,000,000 "," September 30, 2020"," 109,120,215 "," September 30, 2020"," 80,925,538 "," September 30, 2020", 188 ," September 30, 2020",EVIO,2021,1
True, N/A, Series B Convertible Preferred, N/A, $0.0001," 5,000,000 "," September 30, 2020"," 109,120,215 "," September 30, 2020",,,,,EVIO,2021,1
True, N/A, Series C Convertible Preferred, N/A, $0.0001," 500,000 "," September 30, 2020"," 109,120,215 "," September 30, 2020",,,,,EVIO,2021,1
True, N/A, Series D Convertible Preferred, N/A, 0.0001," 1,000,000 "," September 30, 2020"," 109,120,215 "," September 30, 2020",,,,,EVIO,2021,1
False,,,,,," September 30, 2021",," September 30, 2021",," September 30, 2021",," September 30, 2021",EVIO,2022,1
False, EVLI, Common Sock, 300362308, $0.001 per share," 800,000,000 ", 12/31/20," 709,217,261 ", 12/31/20, unknown , 12/31/20, 341 , 12/31/20,EVLI,2021,2
True,,,,, ,," 709,217,261 ",,,,,,EVLI,2021,2
False, EVLI, © Common Sock, 300362308, $0.001 per share," 800,000,000 ", 12/31/20," 709,217,261 ", 12/31/20, unknown , 12/31/20, 341 , 12/31/20,EVLI,2021,3
True,,,,, ,," 709,217,261 ",,,,,,EVLI,2021,3
False, EXBX, © Common Stock, 30208Q109, $0.00001," 3,000,000,000 "," August 13, 2021"," 2,361,020,923 "," August 13, 2021"," 340,068,560 "," August 13, 2021", 213 ," August 13, 2021",EXBX,2021,1
False, FCGD, | Common Stock, 319714200, 0.001," 9,331,332,120 ", 12/31/2020," 9,331,332,.120 ", 12/31/2020," 7,422,758,938 ", 12/31/2020, 127 , 12/31/2020,FCGD,2021,2
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2020," 9,331,332,.120 ", 12/31/2020,,,,,FCGD,2021,2
False, FCGD, | Common Stock, 319714200, 0.001," 9,331,332,120 ", 12/31/2019," 9,331,332,.120 ", 12/31/2019," 7,422,758,938 ", 12/31/2019, 127 , 12/31/2019,FCGD,2021,3
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2019," 9,331,332,.120 ", 12/31/2019,,,,,FCGD,2021,3
False, FCGD, | Common Stock, 319714200, 0.001," 9,331,332,120 ", 12/31/2020," 9,331,332,.120 ", 12/31/2020," 7,422,758,938 ", 12/31/2020, 127 , 12/31/2020,FCGD,2021,5
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2020," 9,331,332,.120 ", 12/31/2020,,,,,FCGD,2021,5
False, FCGD, | Common Stock, 319714200, 0.001," 9,331,332,120 ", 12/31/2019," 9,331,332,.120 ", 12/31/2019," 7,422,758,938 ", 12/31/2019, 127 , 12/31/2019,FCGD,2021,6
