,ID,Name,Report,Date,Year,Version,Link
6,PRDL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,06/18/2012,2012,2,https://www.otcmarkets.com/otcapi/company/financial-report/84252/content
7,PRDL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/28/2012,2012,3,https://www.otcmarkets.com/otcapi/company/financial-report/73871/content
0,HXBM,INNOVATIVE DESIGNS INC,Annual Report - HXBM FY 2021 Unaudited Financial Statement,07/07/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/339120/content
1,HXBM,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement,07/07/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/339119/content
2,HXBM,INNOVATIVE DESIGNS INC,Annual Report - Disclosure statement,04/26/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/329010/content
3,HXBM,INNOVATIVE DESIGNS INC,Annual Report - Helix BioMedix Financial Statement,04/26/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/329008/content
4,HXBM,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/02/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/300653/content
0,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Amended Footnotes to Financial Statement,08/25/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/344670/content
1,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Amended Consolidated Financial Statement,08/25/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/344669/content
2,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Amended Footnotes to Consolidated Financial Statement,08/25/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/344662/content
3,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Amended Consolidated Financial Statement,08/25/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/344661/content
4,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Footnotes,01/27/2022,2022,5,https://www.otcmarkets.com/otcapi/company/financial-report/318654/content
5,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,01/27/2022,2022,6,https://www.otcmarkets.com/otcapi/company/financial-report/318653/content
6,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/27/2022,2022,7,https://www.otcmarkets.com/otcapi/company/financial-report/318652/content
7,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Attorney Letter with Respect to Current Information,01/11/2022,2022,8,https://www.otcmarkets.com/otcapi/company/financial-report/317212/content
8,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2020,09/08/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/301290/content
9,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report-Consolidated Balance Sheet 2020,09/08/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/301289/content
10,AMNCB,INNOVATIVE DESIGNS INC,"Annual Report - Amincor, Inc. - Attorney Letter with Respect to Adequate Current Information",08/18/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/297017/content
11,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Amincor Footnotes to Consolidated Balance Sheet 2020,08/17/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/296699/content
12,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Amincor Annual Disclosure,08/17/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/296691/content
13,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet,05/18/2020,2020,1,https://www.otcmarkets.com/otcapi/company/financial-report/247081/content
14,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Attorney Letter,05/14/2020,2020,2,https://www.otcmarkets.com/otcapi/company/financial-report/246433/content
15,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2019,05/13/2020,2020,3,https://www.otcmarkets.com/otcapi/company/financial-report/246345/content
16,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet,05/13/2020,2020,4,https://www.otcmarkets.com/otcapi/company/financial-report/246344/content
17,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/13/2020,2020,5,https://www.otcmarkets.com/otcapi/company/financial-report/246343/content
18,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2018,11/04/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/233320/content
19,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet 2018,11/04/2019,2019,2,https://www.otcmarkets.com/otcapi/company/financial-report/233319/content
20,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement 2018,11/04/2019,2019,3,https://www.otcmarkets.com/otcapi/company/financial-report/233318/content
21,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2017,11/04/2019,2019,4,https://www.otcmarkets.com/otcapi/company/financial-report/233317/content
22,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet 2017,11/04/2019,2019,5,https://www.otcmarkets.com/otcapi/company/financial-report/233316/content
23,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,11/04/2019,2019,6,https://www.otcmarkets.com/otcapi/company/financial-report/233315/content
24,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2018,10/24/2019,2019,7,https://www.otcmarkets.com/otcapi/company/financial-report/232477/content
25,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet 2018,10/24/2019,2019,8,https://www.otcmarkets.com/otcapi/company/financial-report/232475/content
26,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement 2018,10/24/2019,2019,9,https://www.otcmarkets.com/otcapi/company/financial-report/232474/content
27,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2017,10/24/2019,2019,10,https://www.otcmarkets.com/otcapi/company/financial-report/232473/content
28,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet 2017,10/24/2019,2019,11,https://www.otcmarkets.com/otcapi/company/financial-report/232467/content
29,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement,10/24/2019,2019,12,https://www.otcmarkets.com/otcapi/company/financial-report/232466/content
30,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - 2014 Consolidated Financial Statement,12/23/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/164444/content
31,AMNCB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,12/23/2016,2016,2,https://www.otcmarkets.com/otcapi/company/financial-report/164437/content
0,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Amended Footnotes to Financial Statement,08/25/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/344670/content
1,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Amended Consolidated Financial Statement,08/25/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/344669/content
2,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Amended Footnotes to Consolidated Financial Statement,08/25/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/344662/content
3,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Amended Consolidated Financial Statement,08/25/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/344661/content
4,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Footnotes,01/27/2022,2022,5,https://www.otcmarkets.com/otcapi/company/financial-report/318654/content
5,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,01/27/2022,2022,6,https://www.otcmarkets.com/otcapi/company/financial-report/318653/content
6,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/27/2022,2022,7,https://www.otcmarkets.com/otcapi/company/financial-report/318652/content
7,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Attorney Letter with Respect to Current Information,01/11/2022,2022,8,https://www.otcmarkets.com/otcapi/company/financial-report/317212/content
8,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2020,09/08/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/301290/content
9,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Annual Report-Consolidated Balance Sheet 2020,09/08/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/301289/content
10,AMNC,INNOVATIVE DESIGNS INC,"Annual Report - Amincor, Inc. - Attorney Letter with Respect to Adequate Current Information",08/18/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/297017/content
11,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Amincor Footnotes to Consolidated Balance Sheet 2020,08/17/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/296699/content
12,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Amincor Annual Disclosure,08/17/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/296691/content
13,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet,05/18/2020,2020,1,https://www.otcmarkets.com/otcapi/company/financial-report/247081/content
14,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Attorney Letter,05/14/2020,2020,2,https://www.otcmarkets.com/otcapi/company/financial-report/246433/content
15,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2019,05/13/2020,2020,3,https://www.otcmarkets.com/otcapi/company/financial-report/246345/content
16,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet,05/13/2020,2020,4,https://www.otcmarkets.com/otcapi/company/financial-report/246344/content
17,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/13/2020,2020,5,https://www.otcmarkets.com/otcapi/company/financial-report/246343/content
18,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2018,11/04/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/233320/content
19,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet 2018,11/04/2019,2019,2,https://www.otcmarkets.com/otcapi/company/financial-report/233319/content
20,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement 2018,11/04/2019,2019,3,https://www.otcmarkets.com/otcapi/company/financial-report/233318/content
21,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2017,11/04/2019,2019,4,https://www.otcmarkets.com/otcapi/company/financial-report/233317/content
22,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet 2017,11/04/2019,2019,5,https://www.otcmarkets.com/otcapi/company/financial-report/233316/content
23,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,11/04/2019,2019,6,https://www.otcmarkets.com/otcapi/company/financial-report/233315/content
24,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2018,10/24/2019,2019,7,https://www.otcmarkets.com/otcapi/company/financial-report/232477/content
25,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet 2018,10/24/2019,2019,8,https://www.otcmarkets.com/otcapi/company/financial-report/232475/content
26,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement 2018,10/24/2019,2019,9,https://www.otcmarkets.com/otcapi/company/financial-report/232474/content
27,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to Consolidated Balance Sheet 2017,10/24/2019,2019,10,https://www.otcmarkets.com/otcapi/company/financial-report/232473/content
28,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Balance Sheet 2017,10/24/2019,2019,11,https://www.otcmarkets.com/otcapi/company/financial-report/232467/content
29,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement,10/24/2019,2019,12,https://www.otcmarkets.com/otcapi/company/financial-report/232466/content
30,AMNC,INNOVATIVE DESIGNS INC,Annual Report - 2014 Consolidated Financial Statement,12/23/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/164444/content
31,AMNC,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,12/23/2016,2016,2,https://www.otcmarkets.com/otcapi/company/financial-report/164437/content
0,ASKH,INNOVATIVE DESIGNS INC,"Annual Report - ASTIKA HOLDINGS, INC. FINANCIAL STATEMENTS FOR THE YEAR ENDED DECEMBER 31, 2021 (UNAUDITED)",03/12/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/323390/content
1,ASKH,INNOVATIVE DESIGNS INC,"Semi-Annual Report - ASTIKA HOLDINGS, INC. FINANCIAL STATEMENTS FOR THE SIX MONTHS ENDED JUNE 30, 2021 (UNAUDITED)",09/20/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/303176/content
2,ASKH,INNOVATIVE DESIGNS INC,"Annual Report - ASTIKA HOLDINGS, INC. NOTES TO FINANCIAL STATEMENTS DECEMBER 31, 2020 (UNAUDITED)",09/20/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/303175/content
3,ASKH,INNOVATIVE DESIGNS INC,"Annual Report - ASTIKA HOLDINGS, INC. NOTES TO FINANCIAL STATEMENTS DECEMBER 31, 2019 (UNAUDITED)",09/20/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303174/content
0,DNDT,INNOVATIVE DESIGNS INC,"Annual Report - DND Technologies annual report ending December 31, 2022",03/21/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/362069/content
1,DNDT,INNOVATIVE DESIGNS INC,"Annual Report - DNDT annual report ending December 31, 2021",04/29/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/329833/content
2,DNDT,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Attorney Letter pertaining to DNDT's Annual Report ending December 31, 2021",09/24/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/304293/content
3,DNDT,INNOVATIVE DESIGNS INC,"Annual Report - DNDT Annual Report ending December 31, 2020",09/24/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/304208/content
4,DNDT,INNOVATIVE DESIGNS INC,"Annual Report - DNDT Annual Report ending December 31, 2019",09/24/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/304200/content
5,DNDT,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/09/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/102379/content
0,ENGA,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Attorney Letter Amended Annual Report,09/18/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/346980/content
1,ENGA,INNOVATIVE DESIGNS INC,"Annual Report - Amended Annual Report June 30, 2022",09/18/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/346979/content
2,ENGA,INNOVATIVE DESIGNS INC,"Annual Report - Amended Annual Disclosure for June 30, 2022",07/27/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/340450/content
3,ENGA,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure for the Period Enginer June 20, 2022",07/19/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/339823/content
4,ENGA,INNOVATIVE DESIGNS INC,Annual Report - 2021 Disclosure Statement and Financial Report,09/16/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/302630/content
5,ENGA,INNOVATIVE DESIGNS INC,Annual Report - 2020 Disclosure Statement and Financial Report,09/16/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/302628/content
0,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/16/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/333151/content
1,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/06/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/331501/content
2,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/05/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/331288/content
3,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/02/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/319272/content
4,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/23/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/303773/content
5,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,07/12/2020,2020,1,https://www.otcmarkets.com/otcapi/company/financial-report/251820/content
6,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/03/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/215554/content
7,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,08/06/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/199005/content
8,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual 12.31.2017,06/28/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/196647/content
9,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 12.31.2016,06/28/2018,2018,3,https://www.otcmarkets.com/otcapi/company/financial-report/196639/content
10,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Discolsure adn Financials,04/08/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/152771/content
11,SCNG,INNOVATIVE DESIGNS INC,Semi-Annual Report - Semi-Annual Report,07/06/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/141073/content
12,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/08/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/137680/content
13,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/06/2015,2015,3,https://www.otcmarkets.com/otcapi/company/financial-report/137538/content
14,SCNG,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Annual Report,05/13/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/31859/content
15,SCNG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/13/2010,2010,2,https://www.otcmarkets.com/otcapi/company/financial-report/31840/content
16,SCNG,INNOVATIVE DESIGNS INC,Quarterly Report - Annual Report incorporated for the period ended 12/31/08,08/20/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/23579/content
0,MTRT,INNOVATIVE DESIGNS INC,Annual Report - Annual Report_Disclosure and Financials_Amended,10/12/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/348607/content
1,MTRT,INNOVATIVE DESIGNS INC,Annual Report - Annual Report_Disclosure and Financials,09/27/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/347656/content
2,MTRT,INNOVATIVE DESIGNS INC,Annual Report - Disclosure and Financials,08/12/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/295539/content
3,MTRT,INNOVATIVE DESIGNS INC,Annual Report - Disclosure and Financials,08/12/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/295538/content
0,TINO,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Attorney Letter with Respect to 2021 Annual Report,04/20/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/328246/content
1,TINO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report Disclosure Statement 2021,04/18/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/328042/content
2,TINO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report - Dec 31 Disclosure Statement and Financial Statements,08/25/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/298514/content
3,TINO,INNOVATIVE DESIGNS INC,"Annual Report - Financial Statements June 30, 2015",08/14/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/143160/content
4,TINO,INNOVATIVE DESIGNS INC,"Supplemental Information - Annual Report Disclosure Form for the Year Ending June 30, 2014",01/29/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/132183/content
5,TINO,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report for the Year Ending June 30, 2014",01/27/2015,2015,3,https://www.otcmarkets.com/otcapi/company/financial-report/132037/content
6,TINO,INNOVATIVE DESIGNS INC,"Annual Report - Tamino Minerals, Inc. Financial Statements Fiscal Year June 2013",04/03/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/118422/content
7,TINO,INNOVATIVE DESIGNS INC,"Annual Report - Entertainment Games, Inc. Financial Statements Fiscal Year End June 30, 2012",04/03/2014,2014,2,https://www.otcmarkets.com/otcapi/company/financial-report/118421/content
8,TINO,INNOVATIVE DESIGNS INC,"Annual Report - Tamino Minerals, Inc. Disclosure Statement 2013",04/02/2014,2014,3,https://www.otcmarkets.com/otcapi/company/financial-report/118338/content
9,TINO,INNOVATIVE DESIGNS INC,Annual Report - Financial Results For Fiscal 2011,01/05/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/70109/content
10,TINO,INNOVATIVE DESIGNS INC,Annual Report - Fiscal 2010 Annual Report,12/06/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/40704/content
11,TINO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report - Fiscal 2009,11/23/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/26578/content
12,TINO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report - Fiscal 2008,10/27/2008,2008,1,https://www.otcmarkets.com/otcapi/company/financial-report/17954/content
13,TINO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/08/2007,2007,1,https://www.otcmarkets.com/otcapi/company/financial-report/12053/content
0,MWWC,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/28/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/360414/content
1,MWWC,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/26/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/318497/content
2,MWWC,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/15/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/302196/content
3,MWWC,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/15/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/302195/content
0,POTRF,INNOVATIVE DESIGNS INC,Annual Report - 2014 Annual Consolidated Financial Statements,03/06/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/133688/content
1,POTRF,INNOVATIVE DESIGNS INC,Annual Report - 2013 Annual Management's Discussion and Analysis,04/07/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/118523/content
2,POTRF,INNOVATIVE DESIGNS INC,Annual Report - 2013 Annual Financial Statements,04/07/2014,2014,2,https://www.otcmarkets.com/otcapi/company/financial-report/118522/content
3,POTRF,INNOVATIVE DESIGNS INC,Annual Report - Financials Only - Uploaded for Digital Processing,04/26/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/103164/content
4,POTRF,INNOVATIVE DESIGNS INC,"Annual Report - Annual Audited Financial Statements - filed March 27,2013",04/26/2013,2013,2,https://www.otcmarkets.com/otcapi/company/financial-report/103156/content
5,POTRF,INNOVATIVE DESIGNS INC,"Annual Report - Annual Information Form - filed March 27,2013",04/25/2013,2013,3,https://www.otcmarkets.com/otcapi/company/financial-report/103092/content
6,POTRF,INNOVATIVE DESIGNS INC,"Annual Report - Annual Audited Financial Statements - filed March 27,2013",04/25/2013,2013,4,https://www.otcmarkets.com/otcapi/company/financial-report/103091/content
0,PSTO,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report - Financial Statements for the years ended December 31, 2021 and 2020",03/31/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/325876/content
1,PSTO,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement for FYE December 31, 2021 and 2020",03/31/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/325805/content
2,PSTO,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report Annual Disclosure Statement for FYE December 31, 2020 and 2019",08/10/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/294944/content
3,PSTO,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report Financial Statements for the Years Ended December 31, 2020 and 2019",08/04/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/293912/content
0,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,12/26/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/356014/content
1,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/13/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/306468/content
2,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/13/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/306460/content
3,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/13/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/306459/content
4,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Amended Annual Report,09/26/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/304387/content
5,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Amended Annual Report,09/26/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/304386/content
6,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Amended Annual Report,09/26/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/304385/content
7,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/10/2021,2021,7,https://www.otcmarkets.com/otcapi/company/financial-report/301550/content
8,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/10/2021,2021,8,https://www.otcmarkets.com/otcapi/company/financial-report/301540/content
9,AYAG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/10/2021,2021,9,https://www.otcmarkets.com/otcapi/company/financial-report/301532/content
0,RWMI,INNOVATIVE DESIGNS INC,Semi-Annual Report - Semi-Annual Report,08/14/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/342646/content
1,RWMI,INNOVATIVE DESIGNS INC,Annual Report - RWMI 2021 Annual Report and Disclosure,03/30/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/325625/content
2,RWMI,INNOVATIVE DESIGNS INC,"Annual Report - Revised annual Disclosures Report for the 12 months ended December 31, 2020",11/12/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/310984/content
3,RWMI,INNOVATIVE DESIGNS INC,"Annual Report - Revised Annual Disclosures Report for the 12 months ended December 31, 2019",11/12/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/310983/content
4,RWMI,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Revised Semi-Annual Disclosures Report for the 6 months ended June 20, 2021",11/12/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/310982/content
5,RWMI,INNOVATIVE DESIGNS INC,Semi-Annual Report - RegalWorks Inc - Semi-Annual Disclosures Report for the 6 Months Ended June 30 2021,09/09/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/301385/content
6,RWMI,INNOVATIVE DESIGNS INC,"Annual Report - RegalWorks Media Inc - Annual Disclosures Report for the 12 Months Ended December 31,2020",09/09/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/301383/content
7,RWMI,INNOVATIVE DESIGNS INC,Annual Report - RegalWorks Media Inc - Annual Disclosures Report for the 12 Months ended December 31 2019,09/09/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/301382/content
8,RWMI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/09/2007,2007,1,https://www.otcmarkets.com/otcapi/company/financial-report/10407/content
