Agent Name,Phone,Email,Address,ID,Submission Year,Submission Year File Number,file,Link
 Equiniti Trust Company,(651)4504137,mteam@edquiniti.com," 1110 Centre Pointe Curve, Suite 101",DLPX,2022,1,DLPX_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356062/content
 Action Stock Transfer Corp.,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DNDT,2021,2,DNDT_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304208/content
 Action Stock Transfer Corp.,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DNDT,2021,3,DNDT_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304200/content
 Action Stock Transfer Corp.,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, Utah 84121",DNDT,2023,1,DNDT_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/362069/content
" Colonial Stock Transfer Co., Inc.",8013555740,shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2021,1,DPUI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307766/content
" Colonial Stock Transfer Co., Inc.",8013555740,shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2021,2,DPUI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306532/content
" Colonial Stock Transfer Co., Inc.",8013555740,shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2021,3,DPUI_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299413/content
" Colonial Stock Transfer Co., Inc.",8013555740,shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2021,4,DPUI_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299411/content
" Colonial Stock Transfer Co., Inc.",8013555740,shareholders@colonialstock.com," 66 Exchange Place Suite 100 Salt Lake City, UT 84111",DPUI,2022,1,DPUI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/352111/content
 Issuer Direct Corporation,19197442722,info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2021,1,DRGV_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299041/content
 Issuer Direct Corporation,19197442722,info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2021,2,DRGV_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299037/content
 Issuer Direct Corporation,19197442722,info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2022,1,DRGV_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346125/content
 Issuer Direct Corporation,19197442722,info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2022,2,DRGV_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/336390/content
 Issuer Direct Corporation,19197442722,info@issuerdirect.com," One Glenwood Avenue, Suite 1001",DRGV,2022,3,DRGV_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/333949/content
" Olde Monmouth Stock Transfer Co., Inc.",(732)8722727,info@oldemonmouth.com, 200 Memorial Pkwy,DSUS,2021,1,DSUS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302767/content
" Olde Monmouth Stock Transfer Co., Inc.",(732)8722727,info@oldemonmouth.com, 200 Memorial Pkwy,DSUS,2021,2,DSUS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302125/content
" Olde Monmouth Stock Transfer Co., Inc.",(732)8722727,info@oldemonmouth.com, 200 Memorial Pkwy,DSUS,2021,3,DSUS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302097/content
 Action Stock Transfer,(801)2741088,jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DYNA,2021,1,DYNA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300370/content
 Action Stock Transfer,(801)2741088,jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DYNA,2021,2,DYNA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300363/content
 Action Stock Transfer,(801)2741088,jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",DYNA,2022,1,DYNA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323429/content
 Securities Transfer Corporation,4696330101x122,dharrell@stctransfer.com," 2901 Dallas Parkway, Suite 380, Plano, Texas 75093",DYNA,2023,1,DYNA_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361930/content
 Securities Transfer Corporation,4696330101x122,dharrell@stctransfer.com," 2901 Dallas Parkway, Suite 380, Plano, Texas 75093",DYNA,2023,2,DYNA_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361853/content
 Nevada Agency and Transfer Company,(775)3220626,info@natco.com," 50 West Liberty Street, #880, Reno, Nevada",EBML,2021,1,EBML_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306042/content
 Nevada Agency and Transfer Company,(775)3220626,info@natco.com," 50 West Liberty Street, #880, Reno, Nevada",EBML,2021,2,EBML_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306041/content
" Vstock Transfer, LLC",2128288436,info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2021,1,ECEZ_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310910/content
" Vstock Transfer, LLC",2128288436,info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2021,2,ECEZ_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310908/content
" Vstock Transfer, LLC",2128288436,info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2021,4,ECEZ_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300614/content
" Vstock Transfer, LLC",2128288436,info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2021,5,ECEZ_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300611/content
" Vstock Transfer, LLC",2128288436,info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY, 11598",ECEZ,2022,1,ECEZ_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/347530/content
" Action Stock Transfer,",8012741088,action@actionstocktransfer.com, 2469 East Fort Union Blvd. Suite # 214,ECGR,2021,1,ECGR_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303350/content
" Action Stock Transfer,",8012741088,action@actionstocktransfer.com, 2469 East Fort Union Blvd. Suite # 214,ECGR,2021,2,ECGR_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303346/content
" Action Stock Transfer,",8012741088,action@actionstocktransfer.com, 2469 East Fort Union Blvd. Suite # 214,ECGR,2022,1,ECGR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325082/content
" Signature Stock Transfer, Inc",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,1,EEGI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307817/content
" Signature Stock Transfer, Inc",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,2,EEGI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307816/content
" Signature Stock Transfer, Inc",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,3,EEGI_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307789/content
" Signature Stock Transfer, Inc",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,4,EEGI_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307788/content
" Signature Stock Transfer, Inc",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,5,EEGI_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307763/content
" Signature Stock Transfer, Inc",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,8,EEGI_2021_Annual_8.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302696/content
" Signature Stock Transfer, Inc",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,10,EEGI_2021_Annual_10.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302164/content
" Signature Stock Transfer, Inc",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Ste 220 Addison, TX 75001",EEGI,2021,19,EEGI_2021_Annual_19.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297734/content
 Progressive Transfer Corp,(801)2094219,utahkurt@gmail.com," 1981 Murray Holiday Road, STE 100, Salt Lake City, Utah 84117",EGDD,2021,2,EGDD_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303328/content
 Progressive Transfer Corp,(801)2094219,utahkurt@gmail.com," 1981 Murray Holiday Road, STE 100, Salt Lake City, Utah 84117",EGDD,2021,3,EGDD_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303317/content
 Progressive Transfer Corp,(801)2094219,utahkurt@gmail.com," 1981 Murray Holiday Road, STE 100, Salt Lake City, Utah 84117",EGDD,2022,2,EGDD_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329372/content
 Progressive Transfer Corp,(801)2094219,utahkurt@gmail.com," 1981 Murray Holiday Road, STE 100, Salt Lake City, Utah 84117",EGDD,2022,3,EGDD_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327739/content
 Issuer Direct Corporation,(801)2729294,julie.felix@issuerdirect.com," Suite 100, 1981 Murray Holladay Road, Salt Lake City, UT 84117",EGOC,2021,1,EGOC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304591/content
 Issuer Direct Corporation,(801)2729294,julie.felix@issuerdirect.com," Suite 100, 1981 Murray Holladay Road, Salt Lake City, UT 84117",EGOC,2022,1,EGOC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327761/content
 Empire Stock Transfer Inc.,7028185898,info@empirestock.com," 1859 Whitney Mesa Dr., Henderson NV 89014",ELRA,2021,1,ELRA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295986/content
 Empire Stock Transfer Inc.,7028185898,info@empirestock.com," 1859 Whitney Mesa Dr., Henderson NV 89014",ELRA,2021,2,ELRA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295894/content
" Olde Monmouth Stock Transfer Co., Inc.",7328722727,transferagent@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",EMGE,2021,1,EMGE_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293651/content
" Olde Monmouth Stock Transfer Co., Inc.",7328722727,transferagent@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",EMGE,2021,2,EMGE_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293650/content
" Olde Monmouth Stock Transfer Co., Inc.",7328722727,transferagent@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",EMGE,2022,1,EMGE_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329062/content
" Olde Monmouth Stock Transfer Co., Inc.",7328722727,transferagent@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",EMGE,2022,2,EMGE_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327782/content
" ClearTrust, LLC",(813)2354490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2021,1,EMRH_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310942/content
" ClearTrust, LLC",(813)2354490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2021,2,EMRH_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310937/content
" ClearTrust, LLC",(813)2354490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2021,3,EMRH_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299898/content
" ClearTrust, LLC",(813)2354490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2021,4,EMRH_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299897/content
" ClearTrust, LLC",(813)2354490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2022,1,EMRH_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/341928/content
" ClearTrust, LLC",(813)2354490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2022,2,EMRH_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340935/content
" ClearTrust, LLC",(813)2354490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Ste 205, Lutz, FL 33558",EMRH,2022,3,EMRH_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319750/content
" ClearTrust, LLC",813.235.4490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr, Suite 205, Lutz, FL 33558",ENGA,2022,2,ENGA_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346979/content
" ClearTrust, LLC",813.235.4490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr, Suite 205, Lutz, FL 33558",ENGA,2022,3,ENGA_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340450/content
" ClearTrust, LLC",813.235.4490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr, Suite 205, Lutz, FL 33558",ENGA,2022,4,ENGA_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/339823/content
 ClearTrust,813.235.4490,inbox@cleartrusttransfer.com," 16540 Point Village Dr., Suite 205 Lutz, FL 33558 US",EPGC,2021,1,EPGC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306202/content
 ClearTrust,813.235.4490,inbox@cleartrusttransfer.com,", 16540 Point Village Dr., Suite 205 Lutz, FL 33558 US",EPGC,2021,3,EPGC_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305246/content
" ClearTrust, LLC",813.235.4490,inbox@cleartrusttransfer.com,", 16540 Point Village Dr., Suite 205 Lutz, FL 33558 US",EPGC,2022,1,EPGC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/351274/content
" ClearTrust, LLC",813.235.4490,inbox@cleartrusttransfer.com,", 16540 Point Village Dr., Suite 205 Lutz, FL 33558 US",EPGC,2022,3,EPGC_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328813/content
 ClearTrust,813.235.4490,inbox@cleartrusttransfer.com,", 16540 Point Village Dr., Suite 205 Lutz, FL 33558 US",EPGC,2022,4,EPGC_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328812/content
" ClearTrust, LLC",813.235.4490,inbox@cleartrusttransfer.com," 16540 Point Village Dr., Suite 205 Lutz, FL 33558 US",EPGC,2022,5,EPGC_2022_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323441/content
 Pacific Stock Transfer,(800)7857782,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300, Las Vegas, NV 89119",ESYL,2021,2,ESYL_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/276553/content
 Pacific Stock Transfer,(800)7857782,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300, Las Vegas, NV 89119",ESYL,2022,1,ESYL_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328216/content
" American Stock Transfer & Trust Company, LLC",(800)9375449,help@astfinancial.com," 6201 15th Avenue, Brooklyn, NY 11219",ETCC,2021,1,ETCC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300292/content
" American Stock Transfer & Trust Company, LLC",(800)9375449,helastfinancial.com," 6201 15th Avenue, Brooklyn, NY 11219",ETCC,2022,1,ETCC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/338508/content
 Securities Transfer Corporation,4696330101,GeorgeJohnson<johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2021,1,ETEK_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306685/content
 Securities Transfer Corporation,4696330101,GeorgeJohnson<johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2021,2,ETEK_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306681/content
 Securities Transfer Corporation,4696330101,GeorgeJohnson<johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2021,3,ETEK_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303118/content
 Securities Transfer Corporation,4696330101,GeorgeJohnson<johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2021,4,ETEK_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303115/content
 Securities Transfer Corporation,4696330101,GeorgeJohnson<johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2022,1,ETEK_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317790/content
 Securities Transfer Corporation,4696330101,GeorgeJohnson<johnson@stctransfer.com>," 2901 N. Dallas Parkway, Suite 380",ETEK,2023,1,ETEK_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356458/content
 New Horizon Transfer Inc.,6048765526,info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2021,1,ETER_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293708/content
 New Horizon Transfer Inc.,6048765526,info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2021,2,ETER_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293704/content
 New Horizon Transfer Inc.,6048765526,info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2021,3,ETER_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293700/content
 New Horizon Transfer Inc.,6048765526,info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2022,1,ETER_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/348650/content
 New Horizon Transfer Inc.,6048765526,info@newhorizontransfer.com, 215-515 West Pender Street,ETER,2022,2,ETER_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/347942/content
 Pacific Stock Transfer Co.,7023613033Ext111,luke@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",EUBG,2021,1,EUBG_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301206/content
 Pacific Stock Transfer Co.,7023613033Ext111,luke@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",EUBG,2021,2,EUBG_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299320/content
 Pacific Stock Transfer Co.,7023613033Ext111,luke@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",EUBG,2021,3,EUBG_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297860/content
 Pacific Stock Transfer Co.,7023613033Ext111,luke(@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",EUBG,2021,4,EUBG_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295881/content
 ISSUER DIRECT CORPORATION,9194814000,info@issuerdirect.com, One Glenwood Avenue #1001,EVCI,2021,2,EVCI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301609/content
 ISSUER DIRECT CORPORATION,9194814000,info@issuerdirect.com, One Glenwood Avenue #1001,EVCI,2022,1,EVCI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324833/content
 Pacific Stock Transfer,7024331979,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300 Las Vegas, NV",EVIO,2021,1,EVIO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303803/content
 Pacific Stock Transfer,7024331979,info@pacificstocktransfer.com, 6725 Via Austi Pkwy Suite 300 Las Vegas NV,EVIO,2022,1,EVIO_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/318926/content
 Securitize (f/k/a) Pacific Stock Transfer,8007857782,info@pacificstocktransfer.com," 6725 Via Austi Pkwy Suite 300 Las Vegas, NV 89119",EVIO,2023,1,EVIO_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358961/content
 Securitize (f/k/a) Pacific Stock Transfer,8007857782,info@pacificstocktransfer.com," 6725 Via Austi Pkwy Suite 300 Las Vegas, NV 89119",EVIO,2023,2,EVIO_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358512/content
 Transfer Online,5032272950,info@transferonline.com, 512 SE Salmon Street,EVLI,2021,2,EVLI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304333/content
 Transfer Online,5032272950,info@transferonline.com, 512 SE Salmon Street,EVLI,2021,3,EVLI_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304056/content
 Action Stock Transfer Corporation,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",EXBX,2021,1,EXBX_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301906/content
 Worldwide Stock Transfer,2018202008,info@wwstr.com, One University Plaza,EXLA,2021,1,EXLA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300534/content
 Worldwide Stock Transfer,2018202008,info@wwstr.com, One University Plaza,EXLA,2021,2,EXLA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300533/content
 Worldwide Stock Transfer,2018202008,info@wwstr.com, One University Plaza,EXLA,2022,1,EXLA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325473/content
 Issuer Direct Corporation,919.744.2722ext702,david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2021,2,FCGD_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293712/content
 Issuer Direct Corporation,919.744.2722ext702,david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2021,3,FCGD_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293711/content
 Issuer Direct Corporation,919.744.2722ext702,david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2021,5,FCGD_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/292820/content
 Issuer Direct Corporation,919.744.2722ext702,david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2021,6,FCGD_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/292819/content
 Issuer Direct Corporation,919.744.2722ext702,david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2022,1,FCGD_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323481/content
 Issuer Direct Corporation,919.744.2722ext702,david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2023,1,FCGD_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/360880/content
 Issuer Direct Corporation,919.744.2722ext702,david.klimczak@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, NC, 27603",FCGD,2023,2,FCGD_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358998/content
" American Stock Transfer & Trust Co, LLC",(718)9218200,admini2@astfinancial.com," 6201 15'"" Avenue, Brooklyn, NY 11219",FCNE,2022,1,FCNE_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/316945/content
" American Stock Transfer & Trust Co, LLC",(718)9218200,admini2@astfinancial.com," 6201 15"" Avenue, Brooklyn, NY 11219",FCNE,2023,1,FCNE_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361328/content
 MANHATTAN TRANSFER REGISTRAR CO.,6319287656,dcarlo@mtrco.com, 38B Sheep Pasture Road,FFZY,2021,2,FFZY_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300146/content
 MANHATTAN TRANSFER REGISTRAR CO.,6319287656,dcarlo@mtrco.com, 38B Sheep Pasture Road,FFZY,2021,4,FFZY_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/290891/content
 MANHATTAN TRANSFER REGISTRAR CO.,6319287656,dcarlo@mtrco.com, 38B Sheep Pasture Road,FFZY,2022,2,FFZY_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/335083/content
 Continental Stock Transfer & Trust Company,2128453212,proxy@continentalstock.com," 1 State Street, 30"" Floor",FHRT,2021,2,FHRT_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295326/content
 Continental Stock Transfer & Trust Company,2128453212,proxy@continentalstock.com," 1 State Street, 30‘ Floor",FHRT,2022,1,FHRT_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/343848/content
 Securities Transfer Corporation,4696330101,info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,1,FLRE_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/316605/content
 Securities Transfer Corporation,4696330101,info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,4,FLRE_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/315485/content
 Securities Transfer Corporation,4696330101,info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,5,FLRE_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/315027/content
 Securities Transfer Corporation,4696330101,info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,6,FLRE_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/313030/content
 Securities Transfer Corporation,4696330101,info@stctransfer.com," 15500 Roosevelt Blvd, Suite 104, Clearwater, Florida 33760",FLRE,2021,8,FLRE_2021_Annual_8.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303404/content
